Year,Municipio,Nacionalidad,GeoCode,Value
2020,Estepa,,A41041,3.66
2020,Fuentes de Andalucía,,A41042,2.21
2020,"Garrobo, El",,A41043,2.43
2020,Gelves,,A41044,3.01
2020,Gerena,,A41045,2.68
2020,Gilena,,A41046,2.76
2020,Gines,,A41047,2.38
2020,Guadalcanal,,A41048,1.53
2020,Guillena,,A41049,3.97
2020,Herrera,,A41050,2.41
2020,Huévar del Aljarafe,,A41051,2.91
2020,Lantejuela,,A41052,0.65
2020,Lebrija,,A41053,1.93
2020,Lora de Estepa,,A41054,4.47
2020,Lora del Río,,A41055,2.16
2020,"Luisiana, La",,A41056,1.49
2020,"Madroño, El",,A41057,0.7
2020,Mairena del Alcor,,A41058,2.75
2020,Mairena del Aljarafe,,A41059,3.33
2020,Marchena,,A41060,2.81
2020,Marinaleda,,A41061,1.31
2020,Martín de la Jara,,A41062,3.04
2020,"Molares, Los",,A41063,1.34
2020,Montellano,,A41064,1.4
2020,Morón de la Frontera,,A41065,1.86
2020,"Navas de la Concepción, Las",,A41066,1.04
2020,Olivares,,A41067,3.57
2020,Osuna,,A41068,1.84
2020,"Palacios y Villafranca, Los",,A41069,1.58
2020,Palomares del Río,,A41070,2.35
2020,Paradas,,A41071,1.46
2020,Pedrera,,A41072,4.23
2020,"Pedroso, El",,A41073,1.44
2020,Peñaflor,,A41074,1.07
2020,Pilas,,A41075,7.12
2020,Pruna,,A41076,3.57
2020,"Puebla de Cazalla, La",,A41077,2.2
2020,"Puebla de los Infantes, La",,A41078,1.95
2020,"Puebla del Río, La",,A41079,2.74
2020,"Real de la Jara, El",,A41080,2.21
2020,"Rinconada, La",,A41081,2.44
2020,"Roda de Andalucía, La",,A41082,3.59
2020,"Ronquillo, El",,A41083,1.74
2020,"Rubio, El",,A41084,2.4
2020,Salteras,,A41085,3.06
2020,San Juan de Aznalfarache,,A41086,7.02
2020,Sanlúcar la Mayor,,A41087,4.7
2020,San Nicolás del Puerto,,A41088,1.01
2020,Santiponce,,A41089,2.3
2020,"Saucejo, El",,A41090,1.72
2020,Sevilla,,A41091,5.77
2020,Tocina,,A41092,1.77
2020,Tomares,,A41093,3.06
2020,Umbrete,,A41094,3.52
2020,Utrera,,A41095,2.1
2020,Valencina de la Concepción,,A41096,2.74
2020,Villamanrique de la Condesa,,A41097,11.77
2020,Villanueva del Ariscal,,A41098,2.37
2020,Villanueva del Río y Minas,,A41099,1.61
2020,Villanueva de San Juan,,A41100,1.56
2020,Villaverde del Río,,A41101,4.16
2020,"Viso del Alcor, El",,A41102,2.87
2020,Cañada Rosal,,A41901,0.93
2020,Isla Mayor,,A41902,2.64
2020,"Cuervo de Sevilla, El",,A41903,3.4
2020,"Palmar de Troya, El",,A41904,6.96
2020,Abla,UE15,A04001,0.16
2020,Abrucena,UE15,A04002,0.17
2020,Adra,UE15,A04003,0.43
2020,Albanchez,UE15,A04004,32.9
2020,Alboloduy,UE15,A04005,0.33
2020,Albox,UE15,A04006,12.48
2020,Alcolea,UE15,A04007,0.83
2020,Alcóntar,UE15,A04008,3.31
2020,Alcudia de Monteagud,UE15,A04009,7.97
2020,Alhabia,UE15,A04010,1.18
2020,Alhama de Almería,UE15,A04011,0.84
2020,Alicún,UE15,A04012,1.0
2020,Almería,UE15,A04013,0.6
2020,Almócita,UE15,A04014,2.84
2020,Alsodux,UE15,A04015,4.0
2020,Antas,UE15,A04016,6.24
2020,Arboleas,UE15,A04017,62.2
2020,Armuña de Almanzora,UE15,A04018,3.67
2020,Bacares,UE15,A04019,0.4
2020,Bayárcal,UE15,A04020,0.0
2020,Bayarque,UE15,A04021,4.17
2020,Bédar,UE15,A04022,53.05
2020,Beires,UE15,A04023,0.0
2020,Benahadux,UE15,A04024,0.49
2020,Benitagla,UE15,A04026,0.0
2020,Benizalón,UE15,A04027,8.78
2020,Bentarique,UE15,A04028,2.08
2020,Berja,UE15,A04029,0.96
2020,Canjáyar,UE15,A04030,0.67
2020,Cantoria,UE15,A04031,19.55
2020,Carboneras,UE15,A04032,2.71
2020,Castro de Filabres,UE15,A04033,0.0
2020,Cóbdar,UE15,A04034,2.81
2020,Cuevas del Almanzora,UE15,A04035,5.52
2020,Chercos,UE15,A04036,5.7
2020,Chirivel,UE15,A04037,4.7
2020,Dalías,UE15,A04038,0.34
2020,Enix,UE15,A04041,16.54
2020,Felix,UE15,A04043,6.6
2020,Fines,UE15,A04044,0.52
2020,Fiñana,UE15,A04045,0.3
2020,Fondón,UE15,A04046,1.51
2020,Gádor,UE15,A04047,1.19
2020,"Gallardos, Los",UE15,A04048,28.64
2020,Garrucha,UE15,A04049,2.41
2020,Gérgal,UE15,A04050,1.11
2020,Huécija,UE15,A04051,0.82
2020,Huércal de Almería,UE15,A04052,0.38
2020,Huércal-Overa,UE15,A04053,5.64
2020,Íllar,UE15,A04054,2.22
2020,Instinción,UE15,A04055,2.23
2020,Laroya,UE15,A04056,3.54
2020,Láujar de Andarax,UE15,A04057,0.52
2020,Líjar,UE15,A04058,4.06
2020,Lubrín,UE15,A04059,16.01
2020,Lucainena de las Torres,UE15,A04060,5.14
2020,Lúcar,UE15,A04061,6.84
2020,Macael,UE15,A04062,0.16
2020,María,UE15,A04063,0.89
2020,Mojácar,UE15,A04064,35.91
2020,Nacimiento,UE15,A04065,0.81
2020,Níjar,UE15,A04066,1.18
2020,Ohanes,UE15,A04067,0.18
2020,Olula de Castro,UE15,A04068,3.66
2020,Olula del Río,UE15,A04069,0.53
2020,Oria,UE15,A04070,18.89
2020,Padules,UE15,A04071,0.0
2020,Partaloa,UE15,A04072,65.6
2020,Paterna del Río,UE15,A04073,1.1
2020,Pechina,UE15,A04074,1.15
2020,Pulpí,UE15,A04075,5.98
2020,Purchena,UE15,A04076,3.49
2020,Rágol,UE15,A04077,0.0
2020,Rioja,UE15,A04078,1.03
2020,Roquetas de Mar,UE15,A04079,2.05
2020,Santa Cruz de Marchena,UE15,A04080,2.51
2020,Santa Fe de Mondújar,UE15,A04081,2.6
2020,Senés,UE15,A04082,2.77
2020,Serón,UE15,A04083,2.12
2020,Sierro,UE15,A04084,3.69
2020,Somontín,UE15,A04085,10.84
2020,Sorbas,UE15,A04086,9.56
2020,Suflí,UE15,A04087,13.27
2020,Tabernas,UE15,A04088,5.43
2020,Taberno,UE15,A04089,11.5
2020,Tahal,UE15,A04090,0.89
2020,Terque,UE15,A04091,1.37
2020,Tíjola,UE15,A04092,0.82
2020,Turre,UE15,A04093,22.0
2020,Turrillas,UE15,A04094,2.02
2020,Uleila del Campo,UE15,A04095,2.92
2020,Urrácal,UE15,A04096,10.29
2020,Velefique,UE15,A04097,0.0
2020,Vélez-Blanco,UE15,A04098,9.93
2020,Vélez-Rubio,UE15,A04099,3.99
2020,Vera,UE15,A04100,8.9
2020,Viator,UE15,A04101,0.15
2020,Vícar,UE15,A04102,0.84
2020,Zurgena,UE15,A04103,37.14
2020,"Tres Villas, Las",UE15,A04901,1.06
2020,"Ejido, El",UE15,A04902,0.92
2020,"Mojonera, La",UE15,A04903,0.35
2020,Balanegra,UE15,A04904,1.19
2020,Alcalá de los Gazules,UE15,A11001,0.52
2020,Alcalá del Valle,UE15,A11002,0.3
2020,Algar,UE15,A11003,0.35
2020,Algeciras,UE15,A11004,0.59
2020,Algodonales,UE15,A11005,1.73
2020,Arcos de la Frontera,UE15,A11006,0.8
2020,Barbate,UE15,A11007,1.0
2020,"Barrios, Los",UE15,A11008,0.97
2020,Benaocaz,UE15,A11009,0.89
2020,Bornos,UE15,A11010,0.25
2020,"Bosque, El",UE15,A11011,0.47
2020,Cádiz,UE15,A11012,0.51
2020,Castellar de la Frontera,UE15,A11013,2.78
2020,Conil de la Frontera,UE15,A11014,2.36
2020,Chiclana de la Frontera,UE15,A11015,2.1
2020,Chipiona,UE15,A11016,0.74
2020,Espera,UE15,A11017,0.03
2020,"Gastor, El",UE15,A11018,2.49
2020,Grazalema,UE15,A11019,0.5
2020,Jerez de la Frontera,UE15,A11020,0.41
2020,Jimena de la Frontera,UE15,A11021,5.13
2020,"Línea de la Concepción, La",UE15,A11022,2.66
2020,Medina Sidonia,UE15,A11023,0.82
2020,Olvera,UE15,A11024,1.64
2020,Paterna de Rivera,UE15,A11025,0.13
2020,Prado del Rey,UE15,A11026,0.29
2020,"Puerto de Santa María, El",UE15,A11027,0.86
2020,Puerto Real,UE15,A11028,0.38
2020,Puerto Serrano,UE15,A11029,0.19
2020,Rota,UE15,A11030,0.48
2020,San Fernando,UE15,A11031,0.12
2020,Sanlúcar de Barrameda,UE15,A11032,0.43
2020,San Roque,UE15,A11033,6.24
2020,Setenil de las Bodegas,UE15,A11034,0.18
2020,Tarifa,UE15,A11035,5.76
2020,Torre Alháquime,UE15,A11036,0.38
2020,Trebujena,UE15,A11037,0.24
2020,Ubrique,UE15,A11038,0.11
2020,Vejer de la Frontera,UE15,A11039,2.82
2020,Villaluenga del Rosario,UE15,A11040,0.66
2020,Villamartín,UE15,A11041,0.45
2020,Zahara,UE15,A11042,0.8
2020,Benalup-Casas Viejas,UE15,A11901,0.5
2020,San José del Valle,UE15,A11902,0.27
2020,San Martín del Tesorillo,UE15,A11903,4.11
2020,Adamuz,UE15,A14001,0.1
2020,Aguilar de la Frontera,UE15,A14002,0.09
2020,Alcaracejos,UE15,A14003,0.2
2020,Almedinilla,UE15,A14004,0.59
2020,Almodóvar del Río,UE15,A14005,0.35
2020,Añora,UE15,A14006,0.0
2020,Baena,UE15,A14007,0.13
2020,Belalcázar,UE15,A14008,0.19
2020,Belmez,UE15,A14009,0.21
2020,Benamejí,UE15,A14010,0.24
2020,"Blázquez, Los",UE15,A14011,0.0
2020,Bujalance,UE15,A14012,0.07
2020,Cabra,UE15,A14013,0.18
2020,Cañete de las Torres,UE15,A14014,0.0
2020,Carcabuey,UE15,A14015,0.17
2020,Cardeña,UE15,A14016,0.07
2020,"Carlota, La",UE15,A14017,0.18
2020,"Carpio, El",UE15,A14018,0.09
2020,Castro del Río,UE15,A14019,0.09
2020,Conquista,UE15,A14020,0.0
2020,Córdoba,UE15,A14021,0.27
2020,Doña Mencía,UE15,A14022,0.0
2020,Dos Torres,UE15,A14023,0.08
2020,Encinas Reales,UE15,A14024,0.49
2020,Espejo,UE15,A14025,0.03
2020,Espiel,UE15,A14026,0.5
2020,Fernán-Núñez,UE15,A14027,0.13
2020,Fuente la Lancha,UE15,A14028,0.0
2020,Fuente Obejuna,UE15,A14029,0.04
2020,Fuente Palmera,UE15,A14030,0.03
2020,Fuente-Tójar,UE15,A14031,1.8
2020,"Granjuela, La",UE15,A14032,0.23
2020,Guadalcázar,UE15,A14033,0.06
2020,"Guijo, El",UE15,A14034,0.0
2020,Hinojosa del Duque,UE15,A14035,0.15
2020,Hornachuelos,UE15,A14036,0.2
2020,Iznájar,UE15,A14037,10.09
2020,Lucena,UE15,A14038,0.24
2020,Luque,UE15,A14039,0.34
2020,Montalbán de Córdoba,UE15,A14040,0.04
2020,Montemayor,UE15,A14041,0.05
2020,Montilla,UE15,A14042,0.17
2020,Montoro,UE15,A14043,0.34
2020,Monturque,UE15,A14044,0.1
2020,Moriles,UE15,A14045,0.0
2020,Nueva Carteya,UE15,A14046,0.11
2020,Obejo,UE15,A14047,0.4
2020,Palenciana,UE15,A14048,0.96
2020,Palma del Río,UE15,A14049,0.15
2020,Pedro Abad,UE15,A14050,0.04
2020,Pedroche,UE15,A14051,0.13
2020,Peñarroya-Pueblonuevo,UE15,A14052,0.2
2020,Posadas,UE15,A14053,0.57
2020,Pozoblanco,UE15,A14054,0.18
2020,Priego de Córdoba,UE15,A14055,0.52
2020,Puente Genil,UE15,A14056,0.21
2020,"Rambla, La",UE15,A14057,0.21
2020,Rute,UE15,A14058,0.66
2020,San Sebastián de los Ballesteros,UE15,A14059,0.0
2020,Santaella,UE15,A14060,0.11
2020,Santa Eufemia,UE15,A14061,0.27
2020,Torrecampo,UE15,A14062,0.1
2020,Valenzuela,UE15,A14063,0.09
2020,Valsequillo,UE15,A14064,0.0
2020,"Victoria, La",UE15,A14065,0.04
2020,Villa del Río,UE15,A14066,0.13
2020,Villafranca de Córdoba,UE15,A14067,0.16
2020,Villaharta,UE15,A14068,0.16
2020,Villanueva de Córdoba,UE15,A14069,0.06
2020,Villanueva del Duque,UE15,A14070,0.28
2020,Villanueva del Rey,UE15,A14071,0.1
2020,Villaralto,UE15,A14072,0.18
2020,Villaviciosa de Córdoba,UE15,A14073,0.13
2020,"Viso, El",UE15,A14074,0.0
2020,Zuheros,UE15,A14075,2.2
2020,Fuente Carreteros,UE15,A14901,0.17
2020,"Guijarrosa, La",UE15,A14902,0.22
2020,Agrón,UE15,A18001,2.31
2020,Alamedilla,UE15,A18002,0.0
2020,Albolote,UE15,A18003,0.6
2020,Albondón,UE15,A18004,3.37
2020,Albuñán,UE15,A18005,0.0
2020,Albuñol,UE15,A18006,1.59
2020,Albuñuelas,UE15,A18007,1.62
2020,Aldeire,UE15,A18010,1.9
2020,Alfacar,UE15,A18011,0.49
2020,Algarinejo,UE15,A18012,2.11
2020,Alhama de Granada,UE15,A18013,1.48
2020,Alhendín,UE15,A18014,0.91
2020,Alicún de Ortega,UE15,A18015,0.0
2020,Almegíjar,UE15,A18016,5.04
2020,Almuñécar,UE15,A18017,9.46
2020,Alquife,UE15,A18018,0.69
2020,Arenas del Rey,UE15,A18020,3.68
2020,Armilla,UE15,A18021,0.73
2020,Atarfe,UE15,A18022,0.35
2020,Baza,UE15,A18023,0.78
2020,Beas de Granada,UE15,A18024,0.61
2020,Beas de Guadix,UE15,A18025,0.3
2020,Benalúa,UE15,A18027,0.3
2020,Benalúa de las Villas,UE15,A18028,0.09
2020,Benamaurel,UE15,A18029,3.54
2020,Bérchules,UE15,A18030,5.2
2020,Bubión,UE15,A18032,5.37
2020,Busquístar,UE15,A18033,2.87
2020,Cacín,UE15,A18034,4.23
2020,Cádiar,UE15,A18035,3.75
2020,Cájar,UE15,A18036,1.08
2020,Calicasas,UE15,A18037,0.16
2020,Campotéjar,UE15,A18038,0.08
2020,Caniles,UE15,A18039,2.46
2020,Cáñar,UE15,A18040,18.04
2020,Capileira,UE15,A18042,3.91
2020,Carataunas,UE15,A18043,22.39
2020,Cástaras,UE15,A18044,18.3
2020,Castilléjar,UE15,A18045,7.65
2020,Castril,UE15,A18046,2.87
2020,Cenes de la Vega,UE15,A18047,1.34
2020,Cijuela,UE15,A18048,0.38
2020,Cogollos de Guadix,UE15,A18049,0.78
2020,Cogollos de la Vega,UE15,A18050,0.35
2020,Colomera,UE15,A18051,0.77
2020,Cortes de Baza,UE15,A18053,3.74
2020,Cortes y Graena,UE15,A18054,0.71
2020,Cúllar,UE15,A18056,1.81
2020,Cúllar Vega,UE15,A18057,0.62
2020,Chauchina,UE15,A18059,0.11
2020,Chimeneas,UE15,A18061,0.32
2020,Churriana de la Vega,UE15,A18062,0.59
2020,Darro,UE15,A18063,0.06
2020,Dehesas de Guadix,UE15,A18064,0.47
2020,Dehesas Viejas,UE15,A18065,0.0
2020,Deifontes,UE15,A18066,0.35
2020,Diezma,UE15,A18067,0.79
2020,Dílar,UE15,A18068,2.2
2020,Dólar,UE15,A18069,0.8
2020,Dúdar,UE15,A18070,0.92
2020,Dúrcal,UE15,A18071,1.38
2020,Escúzar,UE15,A18072,0.13
2020,Ferreira,UE15,A18074,0.33
2020,Fonelas,UE15,A18076,0.51
2020,Fornes,UE15,A18077,3.96
2020,Freila,UE15,A18078,7.77
2020,Fuente Vaqueros,UE15,A18079,0.3
2020,Galera,UE15,A18082,13.17
2020,Gobernador,UE15,A18083,0.0
2020,Gójar,UE15,A18084,1.32
2020,Gor,UE15,A18085,1.61
2020,Gorafe,UE15,A18086,3.92
2020,Granada,UE15,A18087,0.87
2020,Guadahortuna,UE15,A18088,0.32
2020,Guadix,UE15,A18089,0.42
2020,Gualchos,UE15,A18093,2.41
2020,Güéjar Sierra,UE15,A18094,2.45
2020,Güevéjar,UE15,A18095,0.15
2020,Huélago,UE15,A18096,0.0
2020,Huéneja,UE15,A18097,0.43
2020,Huéscar,UE15,A18098,1.15
2020,Huétor de Santillán,UE15,A18099,0.74
2020,Huétor Tájar,UE15,A18100,0.13
2020,Huétor Vega,UE15,A18101,1.12
2020,Íllora,UE15,A18102,1.02
2020,Ítrabo,UE15,A18103,3.33
2020,Iznalloz,UE15,A18105,0.61
2020,Játar,UE15,A18106,2.25
2020,Jayena,UE15,A18107,0.29
2020,Jérez del Marquesado,UE15,A18108,0.21
2020,Jete,UE15,A18109,9.71
2020,Jun,UE15,A18111,0.31
2020,Juviles,UE15,A18112,7.41
2020,"Calahorra, La",UE15,A18114,0.15
2020,Láchar,UE15,A18115,0.28
2020,Lanjarón,UE15,A18116,4.79
2020,Lanteira,UE15,A18117,0.35
2020,Lecrín,UE15,A18119,7.28
2020,Lentegí,UE15,A18120,3.0
2020,Lobras,UE15,A18121,5.26
2020,Loja,UE15,A18122,1.06
2020,Lugros,UE15,A18123,0.0
2020,Lújar,UE15,A18124,11.18
2020,"Malahá, La",UE15,A18126,0.56
2020,Maracena,UE15,A18127,0.3
2020,Marchal,UE15,A18128,0.48
2020,Moclín,UE15,A18132,2.18
2020,Molvízar,UE15,A18133,2.34
2020,Monachil,UE15,A18134,2.52
2020,Montefrío,UE15,A18135,1.68
2020,Montejícar,UE15,A18136,0.19
2020,Montillana,UE15,A18137,0.71
2020,Moraleda de Zafayona,UE15,A18138,3.3
2020,Motril,UE15,A18140,0.62
2020,Murtas,UE15,A18141,5.93
2020,Nigüelas,UE15,A18143,6.16
2020,Nívar,UE15,A18144,1.25
2020,Ogíjares,UE15,A18145,0.97
2020,Orce,UE15,A18146,5.57
2020,Órgiva,UE15,A18147,18.76
2020,Otívar,UE15,A18148,2.77
2020,Villa de Otura,UE15,A18149,1.36
2020,Padul,UE15,A18150,0.97
2020,Pampaneira,UE15,A18151,8.2
2020,Pedro Martínez,UE15,A18152,0.26
2020,Peligros,UE15,A18153,0.29
2020,"Peza, La",UE15,A18154,0.17
2020,Pinos Genil,UE15,A18157,1.95
2020,Pinos Puente,UE15,A18158,0.14
2020,Píñar,UE15,A18159,0.0
2020,Polícar,UE15,A18161,1.52
2020,Polopos,UE15,A18162,3.43
2020,Pórtugos,UE15,A18163,1.63
2020,Puebla de Don Fadrique,UE15,A18164,0.45
2020,Pulianas,UE15,A18165,0.16
2020,Purullena,UE15,A18167,0.26
2020,Quéntar,UE15,A18168,1.27
2020,Rubite,UE15,A18170,7.85
2020,Salar,UE15,A18171,1.03
2020,Salobreña,UE15,A18173,6.07
2020,Santa Cruz del Comercio,UE15,A18174,5.46
2020,Santa Fe,UE15,A18175,0.36
2020,Soportújar,UE15,A18176,3.79
2020,Sorvilán,UE15,A18177,3.04
2020,Torre-Cardela,UE15,A18178,0.0
2020,Torvizcón,UE15,A18179,10.08
2020,Trevélez,UE15,A18180,1.22
2020,Turón,UE15,A18181,10.78
2020,Ugíjar,UE15,A18182,1.75
2020,Válor,UE15,A18183,2.95
2020,Vélez de Benaudalla,UE15,A18184,4.46
2020,Ventas de Huelma,UE15,A18185,0.76
2020,Villanueva de las Torres,UE15,A18187,0.53
2020,Villanueva Mesía,UE15,A18188,0.4
2020,Víznar,UE15,A18189,0.81
2020,Zafarraya,UE15,A18192,0.24
2020,"Zubia, La",UE15,A18193,0.98
2020,Zújar,UE15,A18194,1.77
2020,"Taha, La",UE15,A18901,15.67
2020,"Valle, El",UE15,A18902,6.17
2020,Nevada,UE15,A18903,3.45
2020,Alpujarra de la Sierra,UE15,A18904,4.85
2020,"Gabias, Las",UE15,A18905,0.63
2020,"Guájares, Los",UE15,A18906,2.47
2020,Valle del Zalabí,UE15,A18907,0.1
2020,Villamena,UE15,A18908,2.57
2020,Morelábor,UE15,A18909,0.17
2020,"Pinar, El",UE15,A18910,6.71
2020,Vegas del Genil,UE15,A18911,0.55
2020,Cuevas del Campo,UE15,A18912,2.98
2020,Zagra,UE15,A18913,0.34
2020,Valderrubio,UE15,A18914,0.0
2020,Domingo Pérez de Granada,UE15,A18915,0.46
2020,Torrenueva Costa,UE15,A18916,1.18
2020,Alájar,UE15,A21001,3.95
2020,Aljaraque,UE15,A21002,0.76
2020,"Almendro, El",UE15,A21003,1.43
2020,Almonaster la Real,UE15,A21004,0.78
2020,Almonte,UE15,A21005,0.42
2020,Alosno,UE15,A21006,0.2
2020,Aracena,UE15,A21007,0.91
2020,Aroche,UE15,A21008,0.46
2020,Arroyomolinos de León,UE15,A21009,0.0
2020,Ayamonte,UE15,A21010,7.08
2020,Beas,UE15,A21011,0.32
2020,Berrocal,UE15,A21012,1.65
2020,Bollullos Par del Condado,UE15,A21013,0.26
2020,Bonares,UE15,A21014,0.81
2020,Cabezas Rubias,UE15,A21015,0.57
2020,Cala,UE15,A21016,0.35
2020,Calañas,UE15,A21017,0.11
2020,"Campillo, El",UE15,A21018,0.2
2020,Campofrío,UE15,A21019,0.14
2020,Cañaveral de León,UE15,A21020,0.76
2020,Cartaya,UE15,A21021,0.93
2020,Castaño del Robledo,UE15,A21022,6.14
2020,"Cerro de Andévalo, El",UE15,A21023,0.47
2020,Corteconcepción,UE15,A21024,1.68
2020,Cortegana,UE15,A21025,0.65
2020,Cortelazor,UE15,A21026,3.34
2020,Cumbres de Enmedio,UE15,A21027,0.0
2020,Cumbres de San Bartolomé,UE15,A21028,0.27
2020,Cumbres Mayores,UE15,A21029,0.17
2020,Chucena,UE15,A21030,0.0
2020,Encinasola,UE15,A21031,0.84
2020,Escacena del Campo,UE15,A21032,0.09
2020,Fuenteheridos,UE15,A21033,2.54
2020,Galaroza,UE15,A21034,1.37
2020,Gibraleón,UE15,A21035,0.47
2020,"Granada de Río-Tinto, La",UE15,A21036,0.41
2020,"Granado, El",UE15,A21037,2.26
2020,Higuera de la Sierra,UE15,A21038,0.46
2020,Hinojales,UE15,A21039,0.0
2020,Hinojos,UE15,A21040,0.81
2020,Huelva,UE15,A21041,0.28
2020,Isla Cristina,UE15,A21042,0.64
2020,Jabugo,UE15,A21043,1.15
2020,Lepe,UE15,A21044,0.91
2020,Linares de la Sierra,UE15,A21045,2.67
2020,Lucena del Puerto,UE15,A21046,0.25
2020,Manzanilla,UE15,A21047,0.19
2020,"Marines, Los",UE15,A21048,4.01
2020,Minas de Riotinto,UE15,A21049,0.1
2020,Moguer,UE15,A21050,0.25
2020,"Nava, La",UE15,A21051,0.39
2020,Nerva,UE15,A21052,0.12
2020,Niebla,UE15,A21053,0.58
2020,"Palma del Condado, La",UE15,A21054,0.5
2020,Palos de la Frontera,UE15,A21055,0.4
2020,Paterna del Campo,UE15,A21056,0.06
2020,Paymogo,UE15,A21057,1.2
2020,Puebla de Guzmán,UE15,A21058,0.36
2020,Puerto Moral,UE15,A21059,0.0
2020,Punta Umbría,UE15,A21060,0.7
2020,Rociana del Condado,UE15,A21061,0.14
2020,Rosal de la Frontera,UE15,A21062,3.01
2020,San Bartolomé de la Torre,UE15,A21063,1.09
2020,San Juan del Puerto,UE15,A21064,0.32
2020,Sanlúcar de Guadiana,UE15,A21065,21.09
2020,San Silvestre de Guzmán,UE15,A21066,3.58
2020,Santa Ana la Real,UE15,A21067,2.32
2020,Santa Bárbara de Casa,UE15,A21068,0.67
2020,Santa Olalla del Cala,UE15,A21069,0.05
2020,Trigueros,UE15,A21070,0.2
2020,Valdelarco,UE15,A21071,0.43
2020,Valverde del Camino,UE15,A21072,0.27
2020,Villablanca,UE15,A21073,4.51
2020,Villalba del Alcor,UE15,A21074,0.15
2020,Villanueva de las Cruces,UE15,A21075,0.26
2020,Villanueva de los Castillejos,UE15,A21076,0.96
2020,Villarrasa,UE15,A21077,0.63
2020,Zalamea la Real,UE15,A21078,0.33
2020,Zufre,UE15,A21079,1.38
2020,"Zarza-Perrunal, La",UE15,A21902,0.08
2020,Albanchez de Mágina,UE15,A23001,0.4
2020,Alcalá la Real,UE15,A23002,0.97
2020,Alcaudete,UE15,A23003,0.97
2020,Aldeaquemada,UE15,A23004,0.0
2020,Andújar,UE15,A23005,0.15
2020,Arjona,UE15,A23006,0.05
2020,Arjonilla,UE15,A23007,0.08
2020,Arquillos,UE15,A23008,0.0
2020,Baeza,UE15,A23009,0.13
2020,Bailén,UE15,A23010,0.1
2020,Baños de la Encina,UE15,A23011,0.16
2020,Beas de Segura,UE15,A23012,0.06
2020,Begíjar,UE15,A23014,0.1
2020,Bélmez de la Moraleda,UE15,A23015,0.0
2020,Benatae,UE15,A23016,1.12
2020,Cabra del Santo Cristo,UE15,A23017,0.0
2020,Cambil,UE15,A23018,0.19
2020,Campillo de Arenas,UE15,A23019,0.23
2020,Canena,UE15,A23020,0.0
2020,Carboneros,UE15,A23021,0.0
2020,"Carolina, La",UE15,A23024,0.14
2020,Castellar,UE15,A23025,0.06
2020,Castillo de Locubín,UE15,A23026,3.7
2020,Cazalilla,UE15,A23027,0.25
2020,Cazorla,UE15,A23028,0.34
2020,Chiclana de Segura,UE15,A23029,0.0
2020,Chilluévar,UE15,A23030,0.5
2020,Escañuela,UE15,A23031,0.0
2020,Espeluy,UE15,A23032,0.0
2020,Frailes,UE15,A23033,1.7
2020,Fuensanta de Martos,UE15,A23034,0.36
2020,Fuerte del Rey,UE15,A23035,0.37
2020,Génave,UE15,A23037,0.0
2020,"Guardia de Jaén, La",UE15,A23038,0.48
2020,Guarromán,UE15,A23039,0.0
2020,Lahiguera,UE15,A23040,0.0
2020,Higuera de Calatrava,UE15,A23041,0.0
2020,Hinojares,UE15,A23042,9.92
2020,Hornos,UE15,A23043,0.34
2020,Huelma,UE15,A23044,0.09
2020,Huesa,UE15,A23045,0.32
2020,Ibros,UE15,A23046,0.04
2020,"Iruela, La",UE15,A23047,0.64
2020,Iznatoraf,UE15,A23048,0.11
2020,Jabalquinto,UE15,A23049,0.45
2020,Jaén,UE15,A23050,0.17
2020,Jamilena,UE15,A23051,0.0
2020,Jimena,UE15,A23052,0.0
2020,Jódar,UE15,A23053,0.02
2020,Larva,UE15,A23054,0.42
2020,Linares,UE15,A23055,0.15
2020,Lopera,UE15,A23056,0.05
2020,Lupión,UE15,A23057,0.12
2020,Mancha Real,UE15,A23058,0.07
2020,Marmolejo,UE15,A23059,0.1
2020,Martos,UE15,A23060,0.48
2020,Mengíbar,UE15,A23061,0.12
2020,Montizón,UE15,A23062,0.06
2020,Navas de San Juan,UE15,A23063,0.07
2020,Noalejo,UE15,A23064,0.47
2020,Orcera,UE15,A23065,0.22
2020,Peal de Becerro,UE15,A23066,0.0
2020,Pegalajar,UE15,A23067,0.1
2020,Porcuna,UE15,A23069,0.08
2020,Pozo Alcón,UE15,A23070,0.21
2020,Puente de Génave,UE15,A23071,0.14
2020,"Puerta de Segura, La",UE15,A23072,0.36
2020,Quesada,UE15,A23073,0.27
2020,Rus,UE15,A23074,0.06
2020,Sabiote,UE15,A23075,0.0
2020,Santa Elena,UE15,A23076,0.22
2020,Santiago de Calatrava,UE15,A23077,0.3
2020,Santisteban del Puerto,UE15,A23079,0.07
2020,Santo Tomé,UE15,A23080,0.38
2020,Segura de la Sierra,UE15,A23081,0.28
2020,Siles,UE15,A23082,0.23
2020,Sorihuela del Guadalimar,UE15,A23084,0.18
2020,Torreblascopedro,UE15,A23085,0.0
2020,Torredelcampo,UE15,A23086,0.06
2020,Torredonjimeno,UE15,A23087,0.12
2020,Torreperogil,UE15,A23088,0.18
2020,Torres,UE15,A23090,0.0
2020,Torres de Albánchez,UE15,A23091,0.0
2020,Úbeda,UE15,A23092,0.15
2020,Valdepeñas de Jaén,UE15,A23093,0.49
2020,Vilches,UE15,A23094,0.02
2020,Villacarrillo,UE15,A23095,0.59
2020,Villanueva de la Reina,UE15,A23096,0.13
