Year,Municipio,Nacionalidad,GeoCode,Value
2020,Villanueva del Arzobispo,UE15,A23097,0.06
2020,Villardompardo,UE15,A23098,0.1
2020,"Villares, Los",UE15,A23099,0.12
2020,Villarrodrigo,UE15,A23101,0.0
2020,Cárcheles,UE15,A23901,0.53
2020,Bedmar y Garcíez,UE15,A23902,0.08
2020,Villatorres,UE15,A23903,0.0
2020,Santiago-Pontones,UE15,A23904,0.27
2020,Arroyo del Ojanco,UE15,A23905,0.13
2020,Alameda,UE15,A29001,0.84
2020,Alcaucín,UE15,A29002,32.87
2020,Alfarnate,UE15,A29003,0.09
2020,Alfarnatejo,UE15,A29004,11.26
2020,Algarrobo,UE15,A29005,7.95
2020,Algatocín,UE15,A29006,4.3
2020,Alhaurín de la Torre,UE15,A29007,4.46
2020,Alhaurín el Grande,UE15,A29008,14.27
2020,Almáchar,UE15,A29009,3.96
2020,Almargen,UE15,A29010,0.1
2020,Almogía,UE15,A29011,6.51
2020,Álora,UE15,A29012,6.32
2020,Alozaina,UE15,A29013,6.4
2020,Alpandeire,UE15,A29014,6.08
2020,Antequera,UE15,A29015,0.81
2020,Árchez,UE15,A29016,23.12
2020,Archidona,UE15,A29017,1.48
2020,Ardales,UE15,A29018,1.16
2020,Arenas,UE15,A29019,10.2
2020,Arriate,UE15,A29020,1.1
2020,Atajate,UE15,A29021,1.78
2020,Benadalid,UE15,A29022,7.73
2020,Benahavís,UE15,A29023,39.08
2020,Benalauría,UE15,A29024,2.51
2020,Benalmádena,UE15,A29025,11.64
2020,Benamargosa,UE15,A29026,17.39
2020,Benamocarra,UE15,A29027,2.2
2020,Benaoján,UE15,A29028,1.72
2020,Benarrabá,UE15,A29029,2.47
2020,"Borge, El",UE15,A29030,1.95
2020,"Burgo, El",UE15,A29031,0.95
2020,Campillos,UE15,A29032,0.92
2020,Canillas de Aceituno,UE15,A29033,21.13
2020,Canillas de Albaida,UE15,A29034,26.75
2020,Cañete la Real,UE15,A29035,0.61
2020,Carratraca,UE15,A29036,2.16
2020,Cartajima,UE15,A29037,7.02
2020,Cártama,UE15,A29038,2.57
2020,Casabermeja,UE15,A29039,2.56
2020,Casarabonela,UE15,A29040,6.36
2020,Casares,UE15,A29041,19.74
2020,Coín,UE15,A29042,8.96
2020,Colmenar,UE15,A29043,5.98
2020,Comares,UE15,A29044,33.23
2020,Cómpeta,UE15,A29045,41.11
2020,Cortes de la Frontera,UE15,A29046,2.81
2020,Cuevas Bajas,UE15,A29047,0.66
2020,Cuevas del Becerro,UE15,A29048,0.38
2020,Cuevas de San Marcos,UE15,A29049,0.86
2020,Cútar,UE15,A29050,26.79
2020,Estepona,UE15,A29051,10.67
2020,Faraján,UE15,A29052,6.51
2020,Frigiliana,UE15,A29053,22.89
2020,Fuengirola,UE15,A29054,21.15
2020,Fuente de Piedra,UE15,A29055,7.4
2020,Gaucín,UE15,A29056,12.52
2020,Genalguacil,UE15,A29057,7.63
2020,Guaro,UE15,A29058,9.04
2020,Humilladero,UE15,A29059,1.24
2020,Igualeja,UE15,A29060,0.0
2020,Istán,UE15,A29061,8.23
2020,Iznate,UE15,A29062,7.94
2020,Jimera de Líbar,UE15,A29063,5.28
2020,Jubrique,UE15,A29064,4.21
2020,Júzcar,UE15,A29065,7.01
2020,Macharaviaya,UE15,A29066,9.94
2020,Málaga,UE15,A29067,1.2
2020,Manilva,UE15,A29068,20.21
2020,Marbella,UE15,A29069,8.19
2020,Mijas,UE15,A29070,17.97
2020,Moclinejo,UE15,A29071,4.48
2020,Mollina,UE15,A29072,17.76
2020,Monda,UE15,A29073,10.38
2020,Montejaque,UE15,A29074,4.85
2020,Nerja,UE15,A29075,17.52
2020,Ojén,UE15,A29076,10.85
2020,Parauta,UE15,A29077,1.26
2020,Periana,UE15,A29079,3.33
2020,Pizarra,UE15,A29080,2.14
2020,Pujerra,UE15,A29081,0.0
2020,Rincón de la Victoria,UE15,A29082,3.13
2020,Riogordo,UE15,A29083,8.41
2020,Ronda,UE15,A29084,1.05
2020,Salares,UE15,A29085,7.51
2020,Sayalonga,UE15,A29086,34.76
2020,Sedella,UE15,A29087,29.51
2020,Sierra de Yeguas,UE15,A29088,1.39
2020,Teba,UE15,A29089,0.85
2020,Tolox,UE15,A29090,5.9
2020,Torrox,UE15,A29091,23.25
2020,Totalán,UE15,A29092,2.44
2020,Valle de Abdalajís,UE15,A29093,1.52
2020,Vélez-Málaga,UE15,A29094,3.35
2020,Villanueva de Algaidas,UE15,A29095,2.29
2020,Villanueva del Rosario,UE15,A29096,1.87
2020,Villanueva del Trabuco,UE15,A29097,2.83
2020,Villanueva de Tapia,UE15,A29098,1.44
2020,Viñuela,UE15,A29099,36.98
2020,Yunquera,UE15,A29100,1.95
2020,Torremolinos,UE15,A29901,7.82
2020,Villanueva de la Concepción,UE15,A29902,3.07
2020,Montecorto,UE15,A29903,4.27
2020,Serrato,UE15,A29904,2.07
2020,Aguadulce,UE15,A41001,2.7
2020,Alanís,UE15,A41002,0.88
2020,Albaida del Aljarafe,UE15,A41003,0.22
2020,Alcalá de Guadaíra,UE15,A41004,0.33
2020,Alcalá del Río,UE15,A41005,0.27
2020,Alcolea del Río,UE15,A41006,0.09
2020,"Algaba, La",UE15,A41007,0.15
2020,Algámitas,UE15,A41008,0.48
2020,Almadén de la Plata,UE15,A41009,0.69
2020,Almensilla,UE15,A41010,0.57
2020,Arahal,UE15,A41011,0.09
2020,Aznalcázar,UE15,A41012,0.61
2020,Aznalcóllar,UE15,A41013,0.18
2020,Badolatosa,UE15,A41014,0.45
2020,Benacazón,UE15,A41015,0.1
2020,Bollullos de la Mitación,UE15,A41016,1.09
2020,Bormujos,UE15,A41017,0.74
2020,Brenes,UE15,A41018,0.14
2020,Burguillos,UE15,A41019,0.38
2020,"Cabezas de San Juan, Las",UE15,A41020,0.07
2020,Camas,UE15,A41021,0.31
2020,"Campana, La",UE15,A41022,0.17
2020,Cantillana,UE15,A41023,0.15
2020,Carmona,UE15,A41024,0.49
2020,Carrión de los Céspedes,UE15,A41025,0.0
2020,Casariche,UE15,A41026,0.5
2020,Castilblanco de los Arroyos,UE15,A41027,0.47
2020,Castilleja de Guzmán,UE15,A41028,0.35
2020,Castilleja de la Cuesta,UE15,A41029,0.57
2020,Castilleja del Campo,UE15,A41030,0.31
2020,"Castillo de las Guardas, El",UE15,A41031,0.95
2020,Cazalla de la Sierra,UE15,A41032,0.38
2020,Constantina,UE15,A41033,0.17
2020,Coria del Río,UE15,A41034,0.27
2020,Coripe,UE15,A41035,0.81
2020,"Coronil, El",UE15,A41036,0.34
2020,"Corrales, Los",UE15,A41037,0.15
2020,Dos Hermanas,UE15,A41038,0.4
2020,Écija,UE15,A41039,0.15
2020,Espartinas,UE15,A41040,1.27
2020,Estepa,UE15,A41041,0.37
2020,Fuentes de Andalucía,UE15,A41042,0.25
2020,"Garrobo, El",UE15,A41043,0.13
2020,Gelves,UE15,A41044,1.0
2020,Gerena,UE15,A41045,0.59
2020,Gilena,UE15,A41046,0.13
2020,Gines,UE15,A41047,0.58
2020,Guadalcanal,UE15,A41048,0.27
2020,Guillena,UE15,A41049,0.7
2020,Herrera,UE15,A41050,0.17
2020,Huévar del Aljarafe,UE15,A41051,0.39
2020,Lantejuela,UE15,A41052,0.08
2020,Lebrija,UE15,A41053,0.27
2020,Lora de Estepa,UE15,A41054,3.21
2020,Lora del Río,UE15,A41055,0.08
2020,"Luisiana, La",UE15,A41056,0.11
2020,"Madroño, El",UE15,A41057,0.0
2020,Mairena del Alcor,UE15,A41058,0.26
2020,Mairena del Aljarafe,UE15,A41059,0.95
2020,Marchena,UE15,A41060,0.23
2020,Marinaleda,UE15,A41061,0.39
2020,Martín de la Jara,UE15,A41062,0.08
2020,"Molares, Los",UE15,A41063,0.26
2020,Montellano,UE15,A41064,0.28
2020,Morón de la Frontera,UE15,A41065,0.17
2020,"Navas de la Concepción, Las",UE15,A41066,0.0
2020,Olivares,UE15,A41067,0.33
2020,Osuna,UE15,A41068,0.23
2020,"Palacios y Villafranca, Los",UE15,A41069,0.17
2020,Palomares del Río,UE15,A41070,0.72
2020,Paradas,UE15,A41071,0.16
2020,Pedrera,UE15,A41072,0.08
2020,"Pedroso, El",UE15,A41073,0.35
2020,Peñaflor,UE15,A41074,0.11
2020,Pilas,UE15,A41075,0.16
2020,Pruna,UE15,A41076,2.3
2020,"Puebla de Cazalla, La",UE15,A41077,0.14
2020,"Puebla de los Infantes, La",UE15,A41078,0.07
2020,"Puebla del Río, La",UE15,A41079,0.51
2020,"Real de la Jara, El",UE15,A41080,0.54
2020,"Rinconada, La",UE15,A41081,0.23
2020,"Roda de Andalucía, La",UE15,A41082,0.26
2020,"Ronquillo, El",UE15,A41083,0.65
2020,"Rubio, El",UE15,A41084,0.42
2020,Salteras,UE15,A41085,0.52
2020,San Juan de Aznalfarache,UE15,A41086,0.48
2020,Sanlúcar la Mayor,UE15,A41087,1.28
2020,San Nicolás del Puerto,UE15,A41088,0.84
2020,Santiponce,UE15,A41089,0.27
2020,"Saucejo, El",UE15,A41090,0.52
2020,Sevilla,UE15,A41091,0.63
2020,Tocina,UE15,A41092,0.07
2020,Tomares,UE15,A41093,0.82
2020,Umbrete,UE15,A41094,0.64
2020,Utrera,UE15,A41095,0.23
2020,Valencina de la Concepción,UE15,A41096,0.95
2020,Villamanrique de la Condesa,UE15,A41097,0.45
2020,Villanueva del Ariscal,UE15,A41098,0.21
2020,Villanueva del Río y Minas,UE15,A41099,0.1
2020,Villanueva de San Juan,UE15,A41100,0.83
2020,Villaverde del Río,UE15,A41101,0.28
2020,"Viso del Alcor, El",UE15,A41102,0.09
2020,Cañada Rosal,UE15,A41901,0.09
2020,Isla Mayor,UE15,A41902,0.03
2020,"Cuervo de Sevilla, El",UE15,A41903,0.05
2020,"Palmar de Troya, El",UE15,A41904,3.76
2020,Abla,Magreb,A04001,5.21
2020,Abrucena,Magreb,A04002,3.3
2020,Adra,Magreb,A04003,7.45
2020,Albanchez,Magreb,A04004,0.15
2020,Alboloduy,Magreb,A04005,1.97
2020,Albox,Magreb,A04006,1.51
2020,Alcolea,Magreb,A04007,0.36
2020,Alcóntar,Magreb,A04008,0.39
2020,Alcudia de Monteagud,Magreb,A04009,0.0
2020,Alhabia,Magreb,A04010,0.44
2020,Alhama de Almería,Magreb,A04011,0.95
2020,Alicún,Magreb,A04012,0.0
2020,Almería,Magreb,A04013,6.18
2020,Almócita,Magreb,A04014,1.7
2020,Alsodux,Magreb,A04015,2.4
2020,Antas,Magreb,A04016,5.22
2020,Arboleas,Magreb,A04017,0.87
2020,Armuña de Almanzora,Magreb,A04018,0.33
2020,Bacares,Magreb,A04019,0.0
2020,Bayárcal,Magreb,A04020,1.6
2020,Bayarque,Magreb,A04021,0.46
2020,Bédar,Magreb,A04022,2.13
2020,Beires,Magreb,A04023,0.0
2020,Benahadux,Magreb,A04024,1.25
2020,Benitagla,Magreb,A04026,0.0
2020,Benizalón,Magreb,A04027,4.58
2020,Bentarique,Magreb,A04028,0.0
2020,Berja,Magreb,A04029,3.85
2020,Canjáyar,Magreb,A04030,1.68
2020,Cantoria,Magreb,A04031,0.39
2020,Carboneras,Magreb,A04032,4.21
2020,Castro de Filabres,Magreb,A04033,0.0
2020,Cóbdar,Magreb,A04034,0.0
2020,Cuevas del Almanzora,Magreb,A04035,10.83
2020,Chercos,Magreb,A04036,0.0
2020,Chirivel,Magreb,A04037,2.22
2020,Dalías,Magreb,A04038,3.89
2020,Enix,Magreb,A04041,1.36
2020,Felix,Magreb,A04043,0.31
2020,Fines,Magreb,A04044,2.66
2020,Fiñana,Magreb,A04045,2.27
2020,Fondón,Magreb,A04046,0.1
2020,Gádor,Magreb,A04047,3.07
2020,"Gallardos, Los",Magreb,A04048,3.34
2020,Garrucha,Magreb,A04049,4.85
2020,Gérgal,Magreb,A04050,11.94
2020,Huécija,Magreb,A04051,1.44
2020,Huércal de Almería,Magreb,A04052,0.52
2020,Huércal-Overa,Magreb,A04053,4.88
2020,Íllar,Magreb,A04054,0.99
2020,Instinción,Magreb,A04055,5.13
2020,Laroya,Magreb,A04056,0.0
2020,Láujar de Andarax,Magreb,A04057,0.85
2020,Líjar,Magreb,A04058,0.0
2020,Lubrín,Magreb,A04059,3.86
2020,Lucainena de las Torres,Magreb,A04060,7.09
2020,Lúcar,Magreb,A04061,0.0
2020,Macael,Magreb,A04062,0.42
2020,María,Magreb,A04063,1.14
2020,Mojácar,Magreb,A04064,0.56
2020,Nacimiento,Magreb,A04065,4.84
2020,Níjar,Magreb,A04066,31.45
2020,Ohanes,Magreb,A04067,0.9
2020,Olula de Castro,Magreb,A04068,3.14
2020,Olula del Río,Magreb,A04069,1.9
2020,Oria,Magreb,A04070,0.8
2020,Padules,Magreb,A04071,2.42
2020,Partaloa,Magreb,A04072,0.39
2020,Paterna del Río,Magreb,A04073,0.0
2020,Pechina,Magreb,A04074,1.95
2020,Pulpí,Magreb,A04075,7.0
2020,Purchena,Magreb,A04076,4.39
2020,Rágol,Magreb,A04077,0.0
2020,Rioja,Magreb,A04078,1.51
2020,Roquetas de Mar,Magreb,A04079,6.17
2020,Santa Cruz de Marchena,Magreb,A04080,0.0
2020,Santa Fe de Mondújar,Magreb,A04081,2.82
2020,Senés,Magreb,A04082,0.0
2020,Serón,Magreb,A04083,0.74
2020,Sierro,Magreb,A04084,0.26
2020,Somontín,Magreb,A04085,0.0
2020,Sorbas,Magreb,A04086,6.08
2020,Suflí,Magreb,A04087,0.0
2020,Tabernas,Magreb,A04088,2.74
2020,Taberno,Magreb,A04089,2.05
2020,Tahal,Magreb,A04090,3.87
2020,Terque,Magreb,A04091,1.1
2020,Tíjola,Magreb,A04092,1.97
2020,Turre,Magreb,A04093,4.02
2020,Turrillas,Magreb,A04094,0.0
2020,Uleila del Campo,Magreb,A04095,1.82
2020,Urrácal,Magreb,A04096,0.57
2020,Velefique,Magreb,A04097,0.0
2020,Vélez-Blanco,Magreb,A04098,1.76
2020,Vélez-Rubio,Magreb,A04099,2.14
2020,Vera,Magreb,A04100,5.47
2020,Viator,Magreb,A04101,2.86
2020,Vícar,Magreb,A04102,14.37
2020,Zurgena,Magreb,A04103,1.86
2020,"Tres Villas, Las",Magreb,A04901,3.72
2020,"Ejido, El",Magreb,A04902,19.65
2020,"Mojonera, La",Magreb,A04903,28.18
2020,Balanegra,Magreb,A04904,12.46
2020,Alcalá de los Gazules,Magreb,A11001,0.25
2020,Alcalá del Valle,Magreb,A11002,0.16
2020,Algar,Magreb,A11003,1.89
2020,Algeciras,Magreb,A11004,5.24
2020,Algodonales,Magreb,A11005,0.05
2020,Arcos de la Frontera,Magreb,A11006,0.37
2020,Barbate,Magreb,A11007,0.94
2020,"Barrios, Los",Magreb,A11008,1.04
2020,Benaocaz,Magreb,A11009,0.89
2020,Bornos,Magreb,A11010,0.35
2020,"Bosque, El",Magreb,A11011,0.33
2020,Cádiz,Magreb,A11012,0.34
2020,Castellar de la Frontera,Magreb,A11013,0.36
2020,Conil de la Frontera,Magreb,A11014,1.01
2020,Chiclana de la Frontera,Magreb,A11015,0.5
2020,Chipiona,Magreb,A11016,0.6
2020,Espera,Magreb,A11017,0.21
2020,"Gastor, El",Magreb,A11018,0.0
2020,Grazalema,Magreb,A11019,0.2
2020,Jerez de la Frontera,Magreb,A11020,0.5
2020,Jimena de la Frontera,Magreb,A11021,1.65
2020,"Línea de la Concepción, La",Magreb,A11022,1.4
2020,Medina Sidonia,Magreb,A11023,0.52
2020,Olvera,Magreb,A11024,0.22
2020,Paterna de Rivera,Magreb,A11025,0.39
2020,Prado del Rey,Magreb,A11026,0.21
2020,"Puerto de Santa María, El",Magreb,A11027,0.26
2020,Puerto Real,Magreb,A11028,0.44
2020,Puerto Serrano,Magreb,A11029,0.14
2020,Rota,Magreb,A11030,0.28
2020,San Fernando,Magreb,A11031,0.35
2020,Sanlúcar de Barrameda,Magreb,A11032,0.36
2020,San Roque,Magreb,A11033,1.75
2020,Setenil de las Bodegas,Magreb,A11034,0.0
2020,Tarifa,Magreb,A11035,0.54
2020,Torre Alháquime,Magreb,A11036,1.13
2020,Trebujena,Magreb,A11037,0.98
2020,Ubrique,Magreb,A11038,0.32
2020,Vejer de la Frontera,Magreb,A11039,0.67
2020,Villaluenga del Rosario,Magreb,A11040,0.0
2020,Villamartín,Magreb,A11041,0.35
2020,Zahara,Magreb,A11042,0.15
2020,Benalup-Casas Viejas,Magreb,A11901,0.31
2020,San José del Valle,Magreb,A11902,0.27
2020,San Martín del Tesorillo,Magreb,A11903,3.53
2020,Adamuz,Magreb,A14001,0.65
2020,Aguilar de la Frontera,Magreb,A14002,0.99
2020,Alcaracejos,Magreb,A14003,0.41
2020,Almedinilla,Magreb,A14004,2.11
2020,Almodóvar del Río,Magreb,A14005,0.25
2020,Añora,Magreb,A14006,0.07
2020,Baena,Magreb,A14007,0.28
2020,Belalcázar,Magreb,A14008,0.22
2020,Belmez,Magreb,A14009,0.14
2020,Benamejí,Magreb,A14010,0.71
2020,"Blázquez, Los",Magreb,A14011,0.0
2020,Bujalance,Magreb,A14012,0.25
2020,Cabra,Magreb,A14013,0.44
2020,Cañete de las Torres,Magreb,A14014,0.72
2020,Carcabuey,Magreb,A14015,0.17
2020,Cardeña,Magreb,A14016,0.07
2020,"Carlota, La",Magreb,A14017,0.42
2020,"Carpio, El",Magreb,A14018,0.44
2020,Castro del Río,Magreb,A14019,0.84
2020,Conquista,Magreb,A14020,0.0
2020,Córdoba,Magreb,A14021,0.31
2020,Doña Mencía,Magreb,A14022,0.28
2020,Dos Torres,Magreb,A14023,0.25
2020,Encinas Reales,Magreb,A14024,0.75
2020,Espejo,Magreb,A14025,0.0
2020,Espiel,Magreb,A14026,0.12
2020,Fernán-Núñez,Magreb,A14027,0.27
2020,Fuente la Lancha,Magreb,A14028,0.0
2020,Fuente Obejuna,Magreb,A14029,0.04
2020,Fuente Palmera,Magreb,A14030,0.34
2020,Fuente-Tójar,Magreb,A14031,0.45
2020,"Granjuela, La",Magreb,A14032,0.46
2020,Guadalcázar,Magreb,A14033,0.38
2020,"Guijo, El",Magreb,A14034,0.0
2020,Hinojosa del Duque,Magreb,A14035,0.03
2020,Hornachuelos,Magreb,A14036,0.09
2020,Iznájar,Magreb,A14037,0.8
2020,Lucena,Magreb,A14038,0.84
2020,Luque,Magreb,A14039,0.17
2020,Montalbán de Córdoba,Magreb,A14040,0.13
2020,Montemayor,Magreb,A14041,0.31
2020,Montilla,Magreb,A14042,0.24
2020,Montoro,Magreb,A14043,0.15
2020,Monturque,Magreb,A14044,0.36
2020,Moriles,Magreb,A14045,0.03
2020,Nueva Carteya,Magreb,A14046,0.13
2020,Obejo,Magreb,A14047,0.25
2020,Palenciana,Magreb,A14048,0.82
2020,Palma del Río,Magreb,A14049,0.36
2020,Pedro Abad,Magreb,A14050,0.11
2020,Pedroche,Magreb,A14051,0.0
2020,Peñarroya-Pueblonuevo,Magreb,A14052,0.11
2020,Posadas,Magreb,A14053,0.23
2020,Pozoblanco,Magreb,A14054,0.66
2020,Priego de Córdoba,Magreb,A14055,0.58
2020,Puente Genil,Magreb,A14056,0.58
2020,"Rambla, La",Magreb,A14057,0.09
2020,Rute,Magreb,A14058,1.65
2020,San Sebastián de los Ballesteros,Magreb,A14059,0.0
2020,Santaella,Magreb,A14060,0.76
2020,Santa Eufemia,Magreb,A14061,0.0
2020,Torrecampo,Magreb,A14062,0.0
2020,Valenzuela,Magreb,A14063,0.09
2020,Valsequillo,Magreb,A14064,0.0
2020,"Victoria, La",Magreb,A14065,0.09
2020,Villa del Río,Magreb,A14066,0.07
2020,Villafranca de Córdoba,Magreb,A14067,0.1
2020,Villaharta,Magreb,A14068,0.32
2020,Villanueva de Córdoba,Magreb,A14069,0.07
2020,Villanueva del Duque,Magreb,A14070,0.41
2020,Villanueva del Rey,Magreb,A14071,0.0
2020,Villaralto,Magreb,A14072,0.27
2020,Villaviciosa de Córdoba,Magreb,A14073,0.06
2020,"Viso, El",Magreb,A14074,0.0
2020,Zuheros,Magreb,A14075,0.0
2020,Fuente Carreteros,Magreb,A14901,0.0
2020,"Guijarrosa, La",Magreb,A14902,0.0
2020,Agrón,Magreb,A18001,2.69
2020,Alamedilla,Magreb,A18002,0.0
2020,Albolote,Magreb,A18003,1.05
2020,Albondón,Magreb,A18004,0.28
2020,Albuñán,Magreb,A18005,0.0
2020,Albuñol,Magreb,A18006,22.4
2020,Albuñuelas,Magreb,A18007,0.0
2020,Aldeire,Magreb,A18010,1.43
2020,Alfacar,Magreb,A18011,0.86
2020,Algarinejo,Magreb,A18012,1.18
2020,Alhama de Granada,Magreb,A18013,12.44
2020,Alhendín,Magreb,A18014,0.85
2020,Alicún de Ortega,Magreb,A18015,0.0
2020,Almegíjar,Magreb,A18016,0.0
2020,Almuñécar,Magreb,A18017,1.45
2020,Alquife,Magreb,A18018,0.0
2020,Arenas del Rey,Magreb,A18020,9.34
2020,Armilla,Magreb,A18021,2.12
2020,Atarfe,Magreb,A18022,1.53
2020,Baza,Magreb,A18023,1.9
2020,Beas de Granada,Magreb,A18024,0.92
2020,Beas de Guadix,Magreb,A18025,0.0
2020,Benalúa,Magreb,A18027,0.03
2020,Benalúa de las Villas,Magreb,A18028,1.52
2020,Benamaurel,Magreb,A18029,0.13
2020,Bérchules,Magreb,A18030,1.12
2020,Bubión,Magreb,A18032,0.0
2020,Busquístar,Magreb,A18033,1.43
2020,Cacín,Magreb,A18034,0.18
2020,Cádiar,Magreb,A18035,1.77
2020,Cájar,Magreb,A18036,0.48
2020,Calicasas,Magreb,A18037,0.94
2020,Campotéjar,Magreb,A18038,0.57
2020,Caniles,Magreb,A18039,0.17
2020,Cáñar,Magreb,A18040,0.0
2020,Capileira,Magreb,A18042,1.78
2020,Carataunas,Magreb,A18043,0.5
2020,Cástaras,Magreb,A18044,0.43
2020,Castilléjar,Magreb,A18045,0.98
2020,Castril,Magreb,A18046,0.54
2020,Cenes de la Vega,Magreb,A18047,1.23
2020,Cijuela,Magreb,A18048,2.14
2020,Cogollos de Guadix,Magreb,A18049,2.02
2020,Cogollos de la Vega,Magreb,A18050,0.4
2020,Colomera,Magreb,A18051,0.15
2020,Cortes de Baza,Magreb,A18053,0.27
2020,Cortes y Graena,Magreb,A18054,1.32
2020,Cúllar,Magreb,A18056,1.3
2020,Cúllar Vega,Magreb,A18057,0.81
2020,Chauchina,Magreb,A18059,0.61
2020,Chimeneas,Magreb,A18061,4.24
2020,Churriana de la Vega,Magreb,A18062,1.37
2020,Darro,Magreb,A18063,1.9
2020,Dehesas de Guadix,Magreb,A18064,0.24
2020,Dehesas Viejas,Magreb,A18065,0.29
2020,Deifontes,Magreb,A18066,0.19
2020,Diezma,Magreb,A18067,2.23
2020,Dílar,Magreb,A18068,0.62
2020,Dólar,Magreb,A18069,0.64
2020,Dúdar,Magreb,A18070,1.22
2020,Dúrcal,Magreb,A18071,1.15
2020,Escúzar,Magreb,A18072,0.76
2020,Ferreira,Magreb,A18074,0.0
2020,Fonelas,Magreb,A18076,0.1
2020,Fornes,Magreb,A18077,2.16
2020,Freila,Magreb,A18078,1.81
2020,Fuente Vaqueros,Magreb,A18079,0.46
2020,Galera,Magreb,A18082,0.47
2020,Gobernador,Magreb,A18083,0.0
2020,Gójar,Magreb,A18084,0.46
2020,Gor,Magreb,A18085,2.42
2020,Gorafe,Magreb,A18086,0.0
2020,Granada,Magreb,A18087,2.09
2020,Guadahortuna,Magreb,A18088,0.53
2020,Guadix,Magreb,A18089,1.35
2020,Gualchos,Magreb,A18093,5.82
2020,Güéjar Sierra,Magreb,A18094,0.7
2020,Güevéjar,Magreb,A18095,1.25
2020,Huélago,Magreb,A18096,1.5
2020,Huéneja,Magreb,A18097,1.79
2020,Huéscar,Magreb,A18098,0.38
2020,Huétor de Santillán,Magreb,A18099,0.16
2020,Huétor Tájar,Magreb,A18100,0.56
2020,Huétor Vega,Magreb,A18101,0.52
2020,Íllora,Magreb,A18102,0.69
2020,Ítrabo,Magreb,A18103,0.91
2020,Iznalloz,Magreb,A18105,1.0
2020,Játar,Magreb,A18106,7.06
2020,Jayena,Magreb,A18107,0.67
2020,Jérez del Marquesado,Magreb,A18108,0.21
2020,Jete,Magreb,A18109,0.11
2020,Jun,Magreb,A18111,0.67
2020,Juviles,Magreb,A18112,0.74
2020,"Calahorra, La",Magreb,A18114,1.5
2020,Láchar,Magreb,A18115,1.31
2020,Lanjarón,Magreb,A18116,0.28
2020,Lanteira,Magreb,A18117,0.0
2020,Lecrín,Magreb,A18119,0.09
2020,Lentegí,Magreb,A18120,1.5
2020,Lobras,Magreb,A18121,0.0
2020,Loja,Magreb,A18122,2.26
2020,Lugros,Magreb,A18123,0.0
2020,Lújar,Magreb,A18124,3.93
2020,"Malahá, La",Magreb,A18126,0.9
2020,Maracena,Magreb,A18127,1.48
2020,Marchal,Magreb,A18128,0.24
2020,Moclín,Magreb,A18132,0.75
2020,Molvízar,Magreb,A18133,2.45
2020,Monachil,Magreb,A18134,0.4
2020,Montefrío,Magreb,A18135,3.07
2020,Montejícar,Magreb,A18136,0.09
2020,Montillana,Magreb,A18137,0.35
2020,Moraleda de Zafayona,Magreb,A18138,0.38
2020,Motril,Magreb,A18140,2.66
2020,Murtas,Magreb,A18141,0.0
2020,Nigüelas,Magreb,A18143,0.25
2020,Nívar,Magreb,A18144,0.0
2020,Ogíjares,Magreb,A18145,0.66
2020,Orce,Magreb,A18146,1.6
2020,Órgiva,Magreb,A18147,1.52
2020,Otívar,Magreb,A18148,2.47
2020,Villa de Otura,Magreb,A18149,0.4
2020,Padul,Magreb,A18150,0.9
2020,Pampaneira,Magreb,A18151,0.32
2020,Pedro Martínez,Magreb,A18152,0.62
2020,Peligros,Magreb,A18153,0.47
2020,"Peza, La",Magreb,A18154,0.94
2020,Pinos Genil,Magreb,A18157,1.07
2020,Pinos Puente,Magreb,A18158,0.59
2020,Píñar,Magreb,A18159,1.54
2020,Polícar,Magreb,A18161,0.0
2020,Polopos,Magreb,A18162,17.31
2020,Pórtugos,Magreb,A18163,0.82
2020,Puebla de Don Fadrique,Magreb,A18164,3.17
2020,Pulianas,Magreb,A18165,0.57
2020,Purullena,Magreb,A18167,1.04
2020,Quéntar,Magreb,A18168,0.21
2020,Rubite,Magreb,A18170,3.14
2020,Salar,Magreb,A18171,0.15
2020,Salobreña,Magreb,A18173,1.27
2020,Santa Cruz del Comercio,Magreb,A18174,0.75
2020,Santa Fe,Magreb,A18175,1.33
2020,Soportújar,Magreb,A18176,0.0
2020,Sorvilán,Magreb,A18177,16.51
2020,Torre-Cardela,Magreb,A18178,0.0
2020,Torvizcón,Magreb,A18179,1.44
2020,Trevélez,Magreb,A18180,1.49
2020,Turón,Magreb,A18181,0.0
2020,Ugíjar,Magreb,A18182,2.86
2020,Válor,Magreb,A18183,2.51
2020,Vélez de Benaudalla,Magreb,A18184,0.97
2020,Ventas de Huelma,Magreb,A18185,2.13
2020,Villanueva de las Torres,Magreb,A18187,0.0
2020,Villanueva Mesía,Magreb,A18188,0.15
2020,Víznar,Magreb,A18189,0.4
2020,Zafarraya,Magreb,A18192,22.83
2020,"Zubia, La",Magreb,A18193,0.82
2020,Zújar,Magreb,A18194,0.51
2020,"Taha, La",Magreb,A18901,0.15
2020,"Valle, El",Magreb,A18902,0.88
2020,Nevada,Magreb,A18903,0.56
2020,Alpujarra de la Sierra,Magreb,A18904,2.89
2020,"Gabias, Las",Magreb,A18905,1.27
2020,"Guájares, Los",Magreb,A18906,1.71
2020,Valle del Zalabí,Magreb,A18907,0.76
2020,Villamena,Magreb,A18908,0.43
2020,Morelábor,Magreb,A18909,0.0
2020,"Pinar, El",Magreb,A18910,0.35
