"Year","Units","Grado urbanización","Municipio","Nacionalidad","GeoCode","Value"
2020,"Indicador 1","Zona de densidad intermedia","Tocina","Magreb","A41092",0.32
2020,"Indicador 1","Ciudades","Tomares","Magreb","A41093",0.2
2020,"Indicador 1","Zona de densidad intermedia","Umbrete","Magreb","A41094",0.28
2020,"Indicador 1","Zona de densidad intermedia","Utrera","Magreb","A41095",0.34
2020,"Indicador 1","Zona de densidad intermedia","Valencina de la Concepción","Magreb","A41096",0.24
2020,"Indicador 1","Zona rural","Villamanrique de la Condesa","Magreb","A41097",0.51
2020,"Indicador 1","Zona de densidad intermedia","Villanueva del Ariscal","Magreb","A41098",0.2
2020,"Indicador 1","Zona rural","Villanueva del Río y Minas","Magreb","A41099",0.23
2020,"Indicador 1","Zona rural","Villanueva de San Juan","Magreb","A41100",0.09
2020,"Indicador 1","Zona de densidad intermedia","Villaverde del Río","Magreb","A41101",0.69
2020,"Indicador 1","Zona de densidad intermedia","Viso del Alcor, El","Magreb","A41102",1.42
2020,"Indicador 1","Zona rural","Cañada Rosal","Magreb","A41901",0
2020,"Indicador 1","Zona de densidad intermedia","Isla Mayor","Magreb","A41902",0.48
2020,"Indicador 1","Zona de densidad intermedia","Cuervo de Sevilla, El","Magreb","A41903",1.64
2020,"Indicador 1","Zona rural","Palmar de Troya, El","Magreb","A41904",0.04
2020,"Indicador 1","Zona rural","Abla","América del Sur","A04001",0.64
2020,"Indicador 1","Zona rural","Abrucena","América del Sur","A04002",0.68
2020,"Indicador 1","Zona de densidad intermedia","Adra","América del Sur","A04003",0.43
2020,"Indicador 1","Zona rural","Albanchez","América del Sur","A04004",0.15
2020,"Indicador 1","Zona rural","Alboloduy","América del Sur","A04005",0.33
2020,"Indicador 1","Zona de densidad intermedia","Albox","América del Sur","A04006",3.7
2020,"Indicador 1","Zona rural","Alcolea","América del Sur","A04007",0.59
2020,"Indicador 1","Zona rural","Alcóntar","América del Sur","A04008",2.14
2020,"Indicador 1","Zona rural","Alcudia de Monteagud","América del Sur","A04009",0
2020,"Indicador 1","Zona rural","Alhabia","América del Sur","A04010",0.15
2020,"Indicador 1","Zona rural","Alhama de Almería","América del Sur","A04011",1.16
2020,"Indicador 1","Zona rural","Alicún","América del Sur","A04012",0
2020,"Indicador 1","Ciudades","Almería","América del Sur","A04013",1.43
2020,"Indicador 1","Zona rural","Almócita","América del Sur","A04014",0.57
2020,"Indicador 1","Zona rural","Alsodux","América del Sur","A04015",0
2020,"Indicador 1","Zona rural","Antas","América del Sur","A04016",5.25
2020,"Indicador 1","Zona rural","Arboleas","América del Sur","A04017",0.67
2020,"Indicador 1","Zona rural","Armuña de Almanzora","América del Sur","A04018",0.33
2020,"Indicador 1","Zona rural","Bacares","América del Sur","A04019",1.2
2020,"Indicador 1","Zona rural","Bayárcal","América del Sur","A04020",0.32
2020,"Indicador 1","Zona rural","Bayarque","América del Sur","A04021",1.85
2020,"Indicador 1","Zona rural","Bédar","América del Sur","A04022",0.51
2020,"Indicador 1","Zona rural","Beires","América del Sur","A04023",0
2020,"Indicador 1","Zona de densidad intermedia","Benahadux","América del Sur","A04024",0.51
2020,"Indicador 1","Zona rural","Benitagla","América del Sur","A04026",0
2020,"Indicador 1","Zona rural","Benizalón","América del Sur","A04027",1.15
2020,"Indicador 1","Zona rural","Bentarique","América del Sur","A04028",0
2020,"Indicador 1","Zona de densidad intermedia","Berja","América del Sur","A04029",0.24
2020,"Indicador 1","Zona rural","Canjáyar","América del Sur","A04030",0.25
2020,"Indicador 1","Zona rural","Cantoria","América del Sur","A04031",1.69
2020,"Indicador 1","Zona de densidad intermedia","Carboneras","América del Sur","A04032",1.02
2020,"Indicador 1","Zona rural","Castro de Filabres","América del Sur","A04033",0
2020,"Indicador 1","Zona rural","Cóbdar","América del Sur","A04034",1.12
2020,"Indicador 1","Zona de densidad intermedia","Cuevas del Almanzora","América del Sur","A04035",2.75
2020,"Indicador 1","Zona rural","Chercos","América del Sur","A04036",2.35
2020,"Indicador 1","Zona rural","Chirivel","América del Sur","A04037",0.34
2020,"Indicador 1","Zona rural","Dalías","América del Sur","A04038",0.76
2020,"Indicador 1","Zona rural","Enix","América del Sur","A04041",1.95
2020,"Indicador 1","Zona rural","Felix","América del Sur","A04043",0.47
2020,"Indicador 1","Zona rural","Fines","América del Sur","A04044",0.86
2020,"Indicador 1","Zona rural","Fiñana","América del Sur","A04045",0.1
2020,"Indicador 1","Zona rural","Fondón","América del Sur","A04046",0.8
2020,"Indicador 1","Zona rural","Gádor","América del Sur","A04047",0.76
2020,"Indicador 1","Zona rural","Gallardos, Los","América del Sur","A04048",3.38
2020,"Indicador 1","Zona de densidad intermedia","Garrucha","América del Sur","A04049",3.42
2020,"Indicador 1","Zona rural","Gérgal","América del Sur","A04050",0.83
2020,"Indicador 1","Zona rural","Huécija","América del Sur","A04051",0
2020,"Indicador 1","Ciudades","Huércal de Almería","América del Sur","A04052",0.88
2020,"Indicador 1","Zona de densidad intermedia","Huércal-Overa","América del Sur","A04053",2.7
2020,"Indicador 1","Zona rural","Íllar","América del Sur","A04054",0.25
2020,"Indicador 1","Zona rural","Instinción","América del Sur","A04055",0
2020,"Indicador 1","Zona rural","Laroya","América del Sur","A04056",0
2020,"Indicador 1","Zona rural","Láujar de Andarax","América del Sur","A04057",0.52
2020,"Indicador 1","Zona rural","Líjar","América del Sur","A04058",0.25
2020,"Indicador 1","Zona rural","Lubrín","América del Sur","A04059",1.38
2020,"Indicador 1","Zona rural","Lucainena de las Torres","América del Sur","A04060",1.77
2020,"Indicador 1","Zona rural","Lúcar","América del Sur","A04061",0
2020,"Indicador 1","Zona de densidad intermedia","Macael","América del Sur","A04062",1.15
2020,"Indicador 1","Zona rural","María","América del Sur","A04063",0.81
2020,"Indicador 1","Zona rural","Mojácar","América del Sur","A04064",2.97
2020,"Indicador 1","Zona rural","Nacimiento","América del Sur","A04065",2.82
2020,"Indicador 1","Zona de densidad intermedia","Níjar","América del Sur","A04066",0.71
2020,"Indicador 1","Zona rural","Ohanes","América del Sur","A04067",0
2020,"Indicador 1","Zona rural","Olula de Castro","América del Sur","A04068",0
2020,"Indicador 1","Zona de densidad intermedia","Olula del Río","América del Sur","A04069",1.25
2020,"Indicador 1","Zona rural","Oria","América del Sur","A04070",0.31
2020,"Indicador 1","Zona rural","Padules","América del Sur","A04071",0
2020,"Indicador 1","Zona rural","Partaloa","América del Sur","A04072",0.48
2020,"Indicador 1","Zona rural","Paterna del Río","América del Sur","A04073",1.1
2020,"Indicador 1","Zona de densidad intermedia","Pechina","América del Sur","A04074",0.49
2020,"Indicador 1","Zona de densidad intermedia","Pulpí","América del Sur","A04075",16.21
2020,"Indicador 1","Zona rural","Purchena","América del Sur","A04076",1.08
2020,"Indicador 1","Zona rural","Rágol","América del Sur","A04077",0.33
2020,"Indicador 1","Zona rural","Rioja","América del Sur","A04078",0.34
2020,"Indicador 1","Zona de densidad intermedia","Roquetas de Mar","América del Sur","A04079",1.79
2020,"Indicador 1","Zona rural","Santa Cruz de Marchena","América del Sur","A04080",0.5
2020,"Indicador 1","Zona rural","Santa Fe de Mondújar","América del Sur","A04081",0.65
2020,"Indicador 1","Zona rural","Senés","América del Sur","A04082",0.35
2020,"Indicador 1","Zona rural","Serón","América del Sur","A04083",0.59
2020,"Indicador 1","Zona rural","Sierro","América del Sur","A04084",0.26
2020,"Indicador 1","Zona rural","Somontín","América del Sur","A04085",0
2020,"Indicador 1","Zona rural","Sorbas","América del Sur","A04086",1.23
2020,"Indicador 1","Zona rural","Suflí","América del Sur","A04087",0
2020,"Indicador 1","Zona rural","Tabernas","América del Sur","A04088",1.13
2020,"Indicador 1","Zona rural","Taberno","América del Sur","A04089",1.75
2020,"Indicador 1","Zona rural","Tahal","América del Sur","A04090",1.49
2020,"Indicador 1","Zona rural","Terque","América del Sur","A04091",0.27
2020,"Indicador 1","Zona rural","Tíjola","América del Sur","A04092",1.1
2020,"Indicador 1","Zona rural","Turre","América del Sur","A04093",2.43
2020,"Indicador 1","Zona rural","Turrillas","América del Sur","A04094",1.61
2020,"Indicador 1","Zona rural","Uleila del Campo","América del Sur","A04095",0.49
2020,"Indicador 1","Zona rural","Urrácal","América del Sur","A04096",0.57
2020,"Indicador 1","Zona rural","Velefique","América del Sur","A04097",0
2020,"Indicador 1","Zona rural","Vélez-Blanco","América del Sur","A04098",1.01
2020,"Indicador 1","Zona de densidad intermedia","Vélez-Rubio","América del Sur","A04099",2.23
2020,"Indicador 1","Zona de densidad intermedia","Vera","América del Sur","A04100",5.64
2020,"Indicador 1","Ciudades","Viator","América del Sur","A04101",1.32
2020,"Indicador 1","Ciudades","Vícar","América del Sur","A04102",1.59
2020,"Indicador 1","Zona rural","Zurgena","América del Sur","A04103",1.59
2020,"Indicador 1","Zona rural","Tres Villas, Las","América del Sur","A04901",0.35
2020,"Indicador 1","Zona de densidad intermedia","Ejido, El","América del Sur","A04902",0.98
2020,"Indicador 1","Zona de densidad intermedia","Mojonera, La","América del Sur","A04903",0.4
2020,"Indicador 1","Zona rural","Balanegra","América del Sur","A04904",0.45
2020,"Indicador 1","Zona rural","Alcalá de los Gazules","América del Sur","A11001",0.21
2020,"Indicador 1","Zona rural","Alcalá del Valle","América del Sur","A11002",0.28
2020,"Indicador 1","Zona rural","Algar","América del Sur","A11003",0.14
2020,"Indicador 1","Ciudades","Algeciras","América del Sur","A11004",1.21
2020,"Indicador 1","Zona rural","Algodonales","América del Sur","A11005",0.16
2020,"Indicador 1","Zona de densidad intermedia","Arcos de la Frontera","América del Sur","A11006",0.41
2020,"Indicador 1","Zona de densidad intermedia","Barbate","América del Sur","A11007",0.39
2020,"Indicador 1","Zona de densidad intermedia","Barrios, Los","América del Sur","A11008",0.51
2020,"Indicador 1","Zona rural","Benaocaz","América del Sur","A11009",0.15
2020,"Indicador 1","Zona de densidad intermedia","Bornos","América del Sur","A11010",0.16
2020,"Indicador 1","Zona rural","Bosque, El","América del Sur","A11011",0.56
2020,"Indicador 1","Ciudades","Cádiz","América del Sur","A11012",0.39
2020,"Indicador 1","Zona rural","Castellar de la Frontera","América del Sur","A11013",0.52
2020,"Indicador 1","Zona de densidad intermedia","Conil de la Frontera","América del Sur","A11014",0.72
2020,"Indicador 1","Ciudades","Chiclana de la Frontera","América del Sur","A11015",0.58
2020,"Indicador 1","Zona de densidad intermedia","Chipiona","América del Sur","A11016",0.3
2020,"Indicador 1","Zona rural","Espera","América del Sur","A11017",0.18
2020,"Indicador 1","Zona rural","Gastor, El","América del Sur","A11018",0.12
2020,"Indicador 1","Zona rural","Grazalema","América del Sur","A11019",0.1
2020,"Indicador 1","Ciudades","Jerez de la Frontera","América del Sur","A11020",0.69
2020,"Indicador 1","Zona rural","Jimena de la Frontera","América del Sur","A11021",0.82
2020,"Indicador 1","Ciudades","Línea de la Concepción, La","América del Sur","A11022",0.8
2020,"Indicador 1","Zona de densidad intermedia","Medina Sidonia","América del Sur","A11023",0.37
2020,"Indicador 1","Zona de densidad intermedia","Olvera","América del Sur","A11024",0.27
2020,"Indicador 1","Zona de densidad intermedia","Paterna de Rivera","América del Sur","A11025",0.11
2020,"Indicador 1","Zona de densidad intermedia","Prado del Rey","América del Sur","A11026",0.29
2020,"Indicador 1","Ciudades","Puerto de Santa María, El","América del Sur","A11027",0.64
2020,"Indicador 1","Zona de densidad intermedia","Puerto Real","América del Sur","A11028",0.59
2020,"Indicador 1","Zona de densidad intermedia","Puerto Serrano","América del Sur","A11029",0
2020,"Indicador 1","Zona de densidad intermedia","Rota","América del Sur","A11030",0.7
2020,"Indicador 1","Ciudades","San Fernando","América del Sur","A11031",0.3
2020,"Indicador 1","Ciudades","Sanlúcar de Barrameda","América del Sur","A11032",0.22
2020,"Indicador 1","Zona de densidad intermedia","San Roque","América del Sur","A11033",1.47
2020,"Indicador 1","Zona rural","Setenil de las Bodegas","América del Sur","A11034",0.33
2020,"Indicador 1","Zona de densidad intermedia","Tarifa","América del Sur","A11035",0.83
2020,"Indicador 1","Zona rural","Torre Alháquime","América del Sur","A11036",0.25
2020,"Indicador 1","Zona de densidad intermedia","Trebujena","América del Sur","A11037",0.34
2020,"Indicador 1","Zona de densidad intermedia","Ubrique","América del Sur","A11038",1
2020,"Indicador 1","Zona de densidad intermedia","Vejer de la Frontera","América del Sur","A11039",0.26
2020,"Indicador 1","Zona rural","Villaluenga del Rosario","América del Sur","A11040",0
2020,"Indicador 1","Zona de densidad intermedia","Villamartín","América del Sur","A11041",0.24
2020,"Indicador 1","Zona rural","Zahara","América del Sur","A11042",0.29
2020,"Indicador 1","Zona de densidad intermedia","Benalup-Casas Viejas","América del Sur","A11901",0.26
2020,"Indicador 1","Zona rural","San José del Valle","América del Sur","A11902",0.07
2020,"Indicador 1","Zona rural","San Martín del Tesorillo","América del Sur","A11903",2.11
2020,"Indicador 1","Zona rural","Adamuz","América del Sur","A14001",0.19
2020,"Indicador 1","Zona de densidad intermedia","Aguilar de la Frontera","América del Sur","A14002",0.21
2020,"Indicador 1","Zona rural","Alcaracejos","América del Sur","A14003",0.27
