"Year","Units","Grado urbanización","Municipio","Nacionalidad","GeoCode","Value"
2020,"Indicador 2","Zona rural","Santo Tomé","América del Sur","A23080",0.33
2020,"Indicador 2","Zona rural","Segura de la Sierra","América del Sur","A23081",0.28
2020,"Indicador 2","Zona rural","Siles","América del Sur","A23082",0.32
2020,"Indicador 2","Zona rural","Sorihuela del Guadalimar","América del Sur","A23084",0.18
2020,"Indicador 2","Zona rural","Torreblascopedro","América del Sur","A23085",0.12
2020,"Indicador 2","Zona de densidad intermedia","Torredelcampo","América del Sur","A23086",0.26
2020,"Indicador 2","Zona de densidad intermedia","Torredonjimeno","América del Sur","A23087",0.29
2020,"Indicador 2","Zona de densidad intermedia","Torreperogil","América del Sur","A23088",0.12
2020,"Indicador 2","Zona rural","Torres","América del Sur","A23090",0.15
2020,"Indicador 2","Zona rural","Torres de Albánchez","América del Sur","A23091",0.13
2020,"Indicador 2","Zona de densidad intermedia","Úbeda","América del Sur","A23092",0.47
2020,"Indicador 2","Zona rural","Valdepeñas de Jaén","América del Sur","A23093",0.08
2020,"Indicador 2","Zona rural","Vilches","América del Sur","A23094",0.39
2020,"Indicador 2","Zona de densidad intermedia","Villacarrillo","América del Sur","A23095",0.25
2020,"Indicador 2","Zona rural","Villanueva de la Reina","América del Sur","A23096",0.2
2020,"Indicador 2","Zona de densidad intermedia","Villanueva del Arzobispo","América del Sur","A23097",0.2
2020,"Indicador 2","Zona rural","Villardompardo","América del Sur","A23098",0.21
2020,"Indicador 2","Zona de densidad intermedia","Villares, Los","América del Sur","A23099",0.4
2020,"Indicador 2","Zona rural","Villarrodrigo","América del Sur","A23101",0.77
2020,"Indicador 2","Zona rural","Cárcheles","América del Sur","A23901",0.15
2020,"Indicador 2","Zona rural","Bedmar y Garcíez","América del Sur","A23902",0.27
2020,"Indicador 2","Zona rural","Villatorres","América del Sur","A23903",0.21
2020,"Indicador 2","Zona rural","Santiago-Pontones","América del Sur","A23904",0.52
2020,"Indicador 2","Zona rural","Arroyo del Ojanco","América del Sur","A23905",1.09
2020,"Indicador 2","Zona de densidad intermedia","Alameda","América del Sur","A29001",0.41
2020,"Indicador 2","Zona rural","Alcaucín","América del Sur","A29002",0.22
2020,"Indicador 2","Zona rural","Alfarnate","América del Sur","A29003",0.38
2020,"Indicador 2","Zona rural","Alfarnatejo","América del Sur","A29004",0.82
2020,"Indicador 2","Zona de densidad intermedia","Algarrobo","América del Sur","A29005",1.78
2020,"Indicador 2","Zona rural","Algatocín","América del Sur","A29006",0.74
2020,"Indicador 2","Zona de densidad intermedia","Alhaurín de la Torre","América del Sur","A29007",1.2
2020,"Indicador 2","Zona de densidad intermedia","Alhaurín el Grande","América del Sur","A29008",1.45
2020,"Indicador 2","Zona rural","Almáchar","América del Sur","A29009",0.94
2020,"Indicador 2","Zona rural","Almargen","América del Sur","A29010",0.26
2020,"Indicador 2","Zona rural","Almogía","América del Sur","A29011",0.55
2020,"Indicador 2","Zona de densidad intermedia","Álora","América del Sur","A29012",0.65
2020,"Indicador 2","Zona rural","Alozaina","América del Sur","A29013",0.97
2020,"Indicador 2","Zona rural","Alpandeire","América del Sur","A29014",0.38
2020,"Indicador 2","Zona de densidad intermedia","Antequera","América del Sur","A29015",1.68
2020,"Indicador 2","Zona rural","Árchez","América del Sur","A29016",0.52
2020,"Indicador 2","Zona de densidad intermedia","Archidona","América del Sur","A29017",1.1
2020,"Indicador 2","Zona rural","Ardales","América del Sur","A29018",1.76
2020,"Indicador 2","Zona rural","Arenas","América del Sur","A29019",0.51
2020,"Indicador 2","Zona rural","Arriate","América del Sur","A29020",0.2
2020,"Indicador 2","Zona rural","Atajate","América del Sur","A29021",0.59
2020,"Indicador 2","Zona rural","Benadalid","América del Sur","A29022",0
2020,"Indicador 2","Zona rural","Benahavís","América del Sur","A29023",2.99
2020,"Indicador 2","Zona rural","Benalauría","América del Sur","A29024",0.68
2020,"Indicador 2","Ciudades","Benalmádena","América del Sur","A29025",3.31
2020,"Indicador 2","Zona rural","Benamargosa","América del Sur","A29026",0.39
2020,"Indicador 2","Zona rural","Benamocarra","América del Sur","A29027",0.79
2020,"Indicador 2","Zona rural","Benaoján","América del Sur","A29028",0.21
2020,"Indicador 2","Zona rural","Benarrabá","América del Sur","A29029",0.22
2020,"Indicador 2","Zona rural","Borge, El","América del Sur","A29030",0.87
2020,"Indicador 2","Zona rural","Burgo, El","América del Sur","A29031",0.11
2020,"Indicador 2","Zona de densidad intermedia","Campillos","América del Sur","A29032",0.8
2020,"Indicador 2","Zona rural","Canillas de Aceituno","América del Sur","A29033",1.01
2020,"Indicador 2","Zona rural","Canillas de Albaida","América del Sur","A29034",0
2020,"Indicador 2","Zona rural","Cañete la Real","América del Sur","A29035",0.12
2020,"Indicador 2","Zona rural","Carratraca","América del Sur","A29036",1.35
2020,"Indicador 2","Zona rural","Cartajima","América del Sur","A29037",0
2020,"Indicador 2","Zona de densidad intermedia","Cártama","América del Sur","A29038",1.02
2020,"Indicador 2","Zona rural","Casabermeja","América del Sur","A29039",1.96
2020,"Indicador 2","Zona rural","Casarabonela","América del Sur","A29040",0.91
2020,"Indicador 2","Zona rural","Casares","América del Sur","A29041",1.77
2020,"Indicador 2","Zona de densidad intermedia","Coín","América del Sur","A29042",1.57
2020,"Indicador 2","Zona rural","Colmenar","América del Sur","A29043",1.14
2020,"Indicador 2","Zona rural","Comares","América del Sur","A29044",1.05
2020,"Indicador 2","Zona rural","Cómpeta","América del Sur","A29045",0.63
2020,"Indicador 2","Zona rural","Cortes de la Frontera","América del Sur","A29046",0.55
2020,"Indicador 2","Zona rural","Cuevas Bajas","América del Sur","A29047",0.07
2020,"Indicador 2","Zona rural","Cuevas del Becerro","América del Sur","A29048",0.56
2020,"Indicador 2","Zona rural","Cuevas de San Marcos","América del Sur","A29049",0.42
2020,"Indicador 2","Zona rural","Cútar","América del Sur","A29050",0.16
2020,"Indicador 2","Zona de densidad intermedia","Estepona","América del Sur","A29051",2.77
2020,"Indicador 2","Zona rural","Faraján","América del Sur","A29052",0
2020,"Indicador 2","Zona rural","Frigiliana","América del Sur","A29053",1.31
2020,"Indicador 2","Ciudades","Fuengirola","América del Sur","A29054",3.81
2020,"Indicador 2","Zona rural","Fuente de Piedra","América del Sur","A29055",1.31
2020,"Indicador 2","Zona rural","Gaucín","América del Sur","A29056",0.25
2020,"Indicador 2","Zona rural","Genalguacil","América del Sur","A29057",1.27
2020,"Indicador 2","Zona rural","Guaro","América del Sur","A29058",1.62
2020,"Indicador 2","Zona rural","Humilladero","América del Sur","A29059",0.52
2020,"Indicador 2","Zona rural","Igualeja","América del Sur","A29060",0
2020,"Indicador 2","Zona rural","Istán","América del Sur","A29061",2.48
2020,"Indicador 2","Zona rural","Iznate","América del Sur","A29062",0.66
2020,"Indicador 2","Zona rural","Jimera de Líbar","América del Sur","A29063",0.26
2020,"Indicador 2","Zona rural","Jubrique","América del Sur","A29064",1.15
2020,"Indicador 2","Zona rural","Júzcar","América del Sur","A29065",0
2020,"Indicador 2","Zona rural","Macharaviaya","América del Sur","A29066",2.34
2020,"Indicador 2","Ciudades","Málaga","América del Sur","A29067",2.04
2020,"Indicador 2","Zona de densidad intermedia","Manilva","América del Sur","A29068",3.56
2020,"Indicador 2","Zona de densidad intermedia","Marbella","América del Sur","A29069",4.42
2020,"Indicador 2","Ciudades","Mijas","América del Sur","A29070",3.07
2020,"Indicador 2","Zona rural","Moclinejo","América del Sur","A29071",0.64
2020,"Indicador 2","Zona rural","Mollina","América del Sur","A29072",1.35
2020,"Indicador 2","Zona rural","Monda","América del Sur","A29073",2
2020,"Indicador 2","Zona rural","Montejaque","América del Sur","A29074",0.32
2020,"Indicador 2","Zona de densidad intermedia","Nerja","América del Sur","A29075",2.07
2020,"Indicador 2","Zona rural","Ojén","América del Sur","A29076",4.27
2020,"Indicador 2","Zona rural","Parauta","América del Sur","A29077",0
2020,"Indicador 2","Zona rural","Periana","América del Sur","A29079",0.23
2020,"Indicador 2","Zona de densidad intermedia","Pizarra","América del Sur","A29080",0.87
2020,"Indicador 2","Zona rural","Pujerra","América del Sur","A29081",0.32
2020,"Indicador 2","Zona de densidad intermedia","Rincón de la Victoria","América del Sur","A29082",1.47
2020,"Indicador 2","Zona rural","Riogordo","América del Sur","A29083",0.77
2020,"Indicador 2","Zona de densidad intermedia","Ronda","América del Sur","A29084",0.54
2020,"Indicador 2","Zona rural","Salares","América del Sur","A29085",0
2020,"Indicador 2","Zona rural","Sayalonga","América del Sur","A29086",0.7
2020,"Indicador 2","Zona rural","Sedella","América del Sur","A29087",0
2020,"Indicador 2","Zona rural","Sierra de Yeguas","América del Sur","A29088",0.15
2020,"Indicador 2","Zona rural","Teba","América del Sur","A29089",0.13
2020,"Indicador 2","Zona rural","Tolox","América del Sur","A29090",0.47
2020,"Indicador 2","Zona de densidad intermedia","Torrox","América del Sur","A29091",2.29
2020,"Indicador 2","Zona rural","Totalán","América del Sur","A29092",1.22
2020,"Indicador 2","Zona rural","Valle de Abdalajís","América del Sur","A29093",0.36
2020,"Indicador 2","Zona de densidad intermedia","Vélez-Málaga","América del Sur","A29094",1.6
2020,"Indicador 2","Zona rural","Villanueva de Algaidas","América del Sur","A29095",0.77
2020,"Indicador 2","Zona rural","Villanueva del Rosario","América del Sur","A29096",0.27
2020,"Indicador 2","Zona rural","Villanueva del Trabuco","América del Sur","A29097",0.55
2020,"Indicador 2","Zona rural","Villanueva de Tapia","América del Sur","A29098",0.68
2020,"Indicador 2","Zona rural","Viñuela","América del Sur","A29099",0.29
2020,"Indicador 2","Zona rural","Yunquera","América del Sur","A29100",0.38
2020,"Indicador 2","Ciudades","Torremolinos","América del Sur","A29901",2.86
2020,"Indicador 2","Zona rural","Villanueva de la Concepción","América del Sur","A29902",0.09
2020,"Indicador 2","Zona rural","Montecorto","América del Sur","A29903",0
2020,"Indicador 2","Zona rural","Serrato","América del Sur","A29904",0.41
2020,"Indicador 2","Zona rural","Aguadulce","América del Sur","A41001",0.59
2020,"Indicador 2","Zona rural","Alanís","América del Sur","A41002",0.06
2020,"Indicador 2","Zona de densidad intermedia","Albaida del Aljarafe","América del Sur","A41003",0.28
2020,"Indicador 2","Ciudades","Alcalá de Guadaíra","América del Sur","A41004",0.54
2020,"Indicador 2","Zona de densidad intermedia","Alcalá del Río","América del Sur","A41005",0.35
2020,"Indicador 2","Zona rural","Alcolea del Río","América del Sur","A41006",0.03
2020,"Indicador 2","Zona de densidad intermedia","Algaba, La","América del Sur","A41007",0.39
2020,"Indicador 2","Zona rural","Algámitas","América del Sur","A41008",0.08
2020,"Indicador 2","Zona rural","Almadén de la Plata","América del Sur","A41009",0.15
2020,"Indicador 2","Zona de densidad intermedia","Almensilla","América del Sur","A41010",0.73
2020,"Indicador 2","Zona de densidad intermedia","Arahal","América del Sur","A41011",0.17
2020,"Indicador 2","Zona rural","Aznalcázar","América del Sur","A41012",1.11
2020,"Indicador 2","Zona de densidad intermedia","Aznalcóllar","América del Sur","A41013",0.3
2020,"Indicador 2","Zona rural","Badolatosa","América del Sur","A41014",0.39
2020,"Indicador 2","Zona de densidad intermedia","Benacazón","América del Sur","A41015",0.43
2020,"Indicador 2","Zona de densidad intermedia","Bollullos de la Mitación","América del Sur","A41016",0.86
2020,"Indicador 2","Ciudades","Bormujos","América del Sur","A41017",1.02
2020,"Indicador 2","Zona de densidad intermedia","Brenes","América del Sur","A41018",0.49
2020,"Indicador 2","Zona de densidad intermedia","Burguillos","América del Sur","A41019",0.84
2020,"Indicador 2","Zona de densidad intermedia","Cabezas de San Juan, Las","América del Sur","A41020",0.16
2020,"Indicador 2","Ciudades","Camas","América del Sur","A41021",1.35
2020,"Indicador 2","Zona de densidad intermedia","Campana, La","América del Sur","A41022",0.27
2020,"Indicador 2","Zona de densidad intermedia","Cantillana","América del Sur","A41023",0.48
2020,"Indicador 2","Zona de densidad intermedia","Carmona","América del Sur","A41024",0.59
2020,"Indicador 2","Zona rural","Carrión de los Céspedes","América del Sur","A41025",0.79
2020,"Indicador 2","Zona de densidad intermedia","Casariche","América del Sur","A41026",0.28
2020,"Indicador 2","Zona rural","Castilblanco de los Arroyos","América del Sur","A41027",0.35
2020,"Indicador 2","Zona de densidad intermedia","Castilleja de Guzmán","América del Sur","A41028",0.25
2020,"Indicador 2","Ciudades","Castilleja de la Cuesta","América del Sur","A41029",1.21
2020,"Indicador 2","Zona rural","Castilleja del Campo","América del Sur","A41030",1.25
2020,"Indicador 2","Zona rural","Castillo de las Guardas, El","América del Sur","A41031",0.41
2020,"Indicador 2","Zona rural","Cazalla de la Sierra","América del Sur","A41032",0.36
2020,"Indicador 2","Zona de densidad intermedia","Constantina","América del Sur","A41033",0.14
2020,"Indicador 2","Zona de densidad intermedia","Coria del Río","América del Sur","A41034",1.08
2020,"Indicador 2","Zona rural","Coripe","América del Sur","A41035",0
2020,"Indicador 2","Zona rural","Coronil, El","América del Sur","A41036",0.3
2020,"Indicador 2","Zona de densidad intermedia","Corrales, Los","América del Sur","A41037",0.15
2020,"Indicador 2","Ciudades","Dos Hermanas","América del Sur","A41038",0.65
2020,"Indicador 2","Zona de densidad intermedia","Écija","América del Sur","A41039",0.52
2020,"Indicador 2","Zona de densidad intermedia","Espartinas","América del Sur","A41040",0.84
2020,"Indicador 2","Zona de densidad intermedia","Estepa","América del Sur","A41041",0.46
2020,"Indicador 2","Zona de densidad intermedia","Fuentes de Andalucía","América del Sur","A41042",0.24
2020,"Indicador 2","Zona rural","Garrobo, El","América del Sur","A41043",0.77
2020,"Indicador 2","Ciudades","Gelves","América del Sur","A41044",0.47
2020,"Indicador 2","Zona de densidad intermedia","Gerena","América del Sur","A41045",0.91
2020,"Indicador 2","Zona rural","Gilena","América del Sur","A41046",0.08
2020,"Indicador 2","Ciudades","Gines","América del Sur","A41047",0.69
2020,"Indicador 2","Zona rural","Guadalcanal","América del Sur","A41048",0.15
2020,"Indicador 2","Zona de densidad intermedia","Guillena","América del Sur","A41049",0.65
2020,"Indicador 2","Zona de densidad intermedia","Herrera","América del Sur","A41050",0.28
2020,"Indicador 2","Zona rural","Huévar del Aljarafe","América del Sur","A41051",0.46
2020,"Indicador 2","Zona rural","Lantejuela","América del Sur","A41052",0.1
2020,"Indicador 2","Zona de densidad intermedia","Lebrija","América del Sur","A41053",0.38
2020,"Indicador 2","Zona rural","Lora de Estepa","América del Sur","A41054",0.23
2020,"Indicador 2","Zona de densidad intermedia","Lora del Río","América del Sur","A41055",0.16
2020,"Indicador 2","Zona rural","Luisiana, La","América del Sur","A41056",0.09
2020,"Indicador 2","Zona rural","Madroño, El","América del Sur","A41057",0
2020,"Indicador 2","Zona de densidad intermedia","Mairena del Alcor","América del Sur","A41058",0.51
2020,"Indicador 2","Ciudades","Mairena del Aljarafe","América del Sur","A41059",0.78
2020,"Indicador 2","Zona de densidad intermedia","Marchena","América del Sur","A41060",0.28
2020,"Indicador 2","Zona rural","Marinaleda","América del Sur","A41061",0.08
2020,"Indicador 2","Zona de densidad intermedia","Martín de la Jara","América del Sur","A41062",0.08
2020,"Indicador 2","Zona rural","Molares, Los","América del Sur","A41063",0.2
2020,"Indicador 2","Zona de densidad intermedia","Montellano","América del Sur","A41064",0.17
2020,"Indicador 2","Zona de densidad intermedia","Morón de la Frontera","América del Sur","A41065",0.28
2020,"Indicador 2","Zona rural","Navas de la Concepción, Las","América del Sur","A41066",0.45
2020,"Indicador 2","Zona de densidad intermedia","Olivares","América del Sur","A41067",0.48
2020,"Indicador 2","Zona de densidad intermedia","Osuna","América del Sur","A41068",0.31
2020,"Indicador 2","Zona de densidad intermedia","Palacios y Villafranca, Los","América del Sur","A41069",0.25
2020,"Indicador 2","Ciudades","Palomares del Río","América del Sur","A41070",0.66
2020,"Indicador 2","Zona de densidad intermedia","Paradas","América del Sur","A41071",0.06
2020,"Indicador 2","Zona de densidad intermedia","Pedrera","América del Sur","A41072",0.17
2020,"Indicador 2","Zona rural","Pedroso, El","América del Sur","A41073",0.35
2020,"Indicador 2","Zona rural","Peñaflor","América del Sur","A41074",0.22
2020,"Indicador 2","Zona de densidad intermedia","Pilas","América del Sur","A41075",0.49
2020,"Indicador 2","Zona rural","Pruna","América del Sur","A41076",0.15
2020,"Indicador 2","Zona de densidad intermedia","Puebla de Cazalla, La","América del Sur","A41077",0.15
2020,"Indicador 2","Zona rural","Puebla de los Infantes, La","América del Sur","A41078",0.13
2020,"Indicador 2","Zona de densidad intermedia","Puebla del Río, La","América del Sur","A41079",0.55
2020,"Indicador 2","Zona rural","Real de la Jara, El","América del Sur","A41080",0.13
2020,"Indicador 2","Zona de densidad intermedia","Rinconada, La","América del Sur","A41081",0.58
2020,"Indicador 2","Zona rural","Roda de Andalucía, La","América del Sur","A41082",0.29
2020,"Indicador 2","Zona rural","Ronquillo, El","América del Sur","A41083",0.65
2020,"Indicador 2","Zona rural","Rubio, El","América del Sur","A41084",0.39
2020,"Indicador 2","Zona de densidad intermedia","Salteras","América del Sur","A41085",0.92
2020,"Indicador 2","Ciudades","San Juan de Aznalfarache","América del Sur","A41086",1.62
2020,"Indicador 2","Zona de densidad intermedia","Sanlúcar la Mayor","América del Sur","A41087",1.04
2020,"Indicador 2","Zona rural","San Nicolás del Puerto","América del Sur","A41088",0.17
2020,"Indicador 2","Zona de densidad intermedia","Santiponce","América del Sur","A41089",0.73
2020,"Indicador 2","Zona rural","Saucejo, El","América del Sur","A41090",0.35
2020,"Indicador 2","Ciudades","Sevilla","América del Sur","A41091",1.39
2020,"Indicador 2","Zona de densidad intermedia","Tocina","América del Sur","A41092",0.33
2020,"Indicador 2","Ciudades","Tomares","América del Sur","A41093",1.02
2020,"Indicador 2","Zona de densidad intermedia","Umbrete","América del Sur","A41094",0.68
2020,"Indicador 2","Zona de densidad intermedia","Utrera","América del Sur","A41095",0.35
2020,"Indicador 2","Zona de densidad intermedia","Valencina de la Concepción","América del Sur","A41096",0.51
2020,"Indicador 2","Zona rural","Villamanrique de la Condesa","América del Sur","A41097",0.51
2020,"Indicador 2","Zona de densidad intermedia","Villanueva del Ariscal","América del Sur","A41098",0.49
2020,"Indicador 2","Zona rural","Villanueva del Río y Minas","América del Sur","A41099",0.21
2020,"Indicador 2","Zona rural","Villanueva de San Juan","América del Sur","A41100",0
2020,"Indicador 2","Zona de densidad intermedia","Villaverde del Río","América del Sur","A41101",0.37
2020,"Indicador 2","Zona de densidad intermedia","Viso del Alcor, El","América del Sur","A41102",0.45
2020,"Indicador 2","Zona rural","Cañada Rosal","América del Sur","A41901",0.18
2020,"Indicador 2","Zona de densidad intermedia","Isla Mayor","América del Sur","A41902",0.33
2020,"Indicador 2","Zona de densidad intermedia","Cuervo de Sevilla, El","América del Sur","A41903",0.68
2020,"Indicador 2","Zona rural","Palmar de Troya, El","América del Sur","A41904",0.73
2020,"Indicador 2","Zona rural","Abla","Otras","A04001",3.93
2020,"Indicador 2","Zona rural","Abrucena","Otras","A04002",4.14
2020,"Indicador 2","Zona de densidad intermedia","Adra","Otras","A04003",5.97
2020,"Indicador 2","Zona rural","Albanchez","Otras","A04004",0.87
2020,"Indicador 2","Zona rural","Alboloduy","Otras","A04005",1.15
2020,"Indicador 2","Zona de densidad intermedia","Albox","Otras","A04006",9.87
2020,"Indicador 2","Zona rural","Alcolea","Otras","A04007",0.83
2020,"Indicador 2","Zona rural","Alcóntar","Otras","A04008",1.75
2020,"Indicador 2","Zona rural","Alcudia de Monteagud","Otras","A04009",0
2020,"Indicador 2","Zona rural","Alhabia","Otras","A04010",1.62
2020,"Indicador 2","Zona rural","Alhama de Almería","Otras","A04011",6.15
2020,"Indicador 2","Zona rural","Alicún","Otras","A04012",0
2020,"Indicador 2","Ciudades","Almería","Otras","A04013",3.4
2020,"Indicador 2","Zona rural","Almócita","Otras","A04014",3.41
2020,"Indicador 2","Zona rural","Alsodux","Otras","A04015",0
2020,"Indicador 2","Zona rural","Antas","Otras","A04016",5.28
2020,"Indicador 2","Zona rural","Arboleas","Otras","A04017",3.24
2020,"Indicador 2","Zona rural","Armuña de Almanzora","Otras","A04018",1.33
2020,"Indicador 2","Zona rural","Bacares","Otras","A04019",0.4
2020,"Indicador 2","Zona rural","Bayárcal","Otras","A04020",1.28
2020,"Indicador 2","Zona rural","Bayarque","Otras","A04021",3.24
2020,"Indicador 2","Zona rural","Bédar","Otras","A04022",3.05
2020,"Indicador 2","Zona rural","Beires","Otras","A04023",0.83
2020,"Indicador 2","Zona de densidad intermedia","Benahadux","Otras","A04024",3.01
2020,"Indicador 2","Zona rural","Benitagla","Otras","A04026",1.72
2020,"Indicador 2","Zona rural","Benizalón","Otras","A04027",0.76
2020,"Indicador 2","Zona rural","Bentarique","Otras","A04028",0.42
2020,"Indicador 2","Zona de densidad intermedia","Berja","Otras","A04029",8.12
2020,"Indicador 2","Zona rural","Canjáyar","Otras","A04030",1.09
2020,"Indicador 2","Zona rural","Cantoria","Otras","A04031",1.93
2020,"Indicador 2","Zona de densidad intermedia","Carboneras","Otras","A04032",4.89
2020,"Indicador 2","Zona rural","Castro de Filabres","Otras","A04033",3.33
2020,"Indicador 2","Zona rural","Cóbdar","Otras","A04034",0.56
2020,"Indicador 2","Zona de densidad intermedia","Cuevas del Almanzora","Otras","A04035",7.55
2020,"Indicador 2","Zona rural","Chercos","Otras","A04036",0.34
2020,"Indicador 2","Zona rural","Chirivel","Otras","A04037",2.22
2020,"Indicador 2","Zona rural","Dalías","Otras","A04038",2.34
2020,"Indicador 2","Zona rural","Enix","Otras","A04041",2.92
2020,"Indicador 2","Zona rural","Felix","Otras","A04043",2.2
2020,"Indicador 2","Zona rural","Fines","Otras","A04044",8.84
2020,"Indicador 2","Zona rural","Fiñana","Otras","A04045",1.71
2020,"Indicador 2","Zona rural","Fondón","Otras","A04046",1.71
2020,"Indicador 2","Zona rural","Gádor","Otras","A04047",4.94
2020,"Indicador 2","Zona rural","Gallardos, Los","Otras","A04048",2.34
2020,"Indicador 2","Zona de densidad intermedia","Garrucha","Otras","A04049",13.58
2020,"Indicador 2","Zona rural","Gérgal","Otras","A04050",6.67
2020,"Indicador 2","Zona rural","Huécija","Otras","A04051",1.03
2020,"Indicador 2","Ciudades","Huércal de Almería","Otras","A04052",1.26
2020,"Indicador 2","Zona de densidad intermedia","Huércal-Overa","Otras","A04053",6.03
2020,"Indicador 2","Zona rural","Íllar","Otras","A04054",1.73
2020,"Indicador 2","Zona rural","Instinción","Otras","A04055",1.79
2020,"Indicador 2","Zona rural","Laroya","Otras","A04056",3.03
2020,"Indicador 2","Zona rural","Láujar de Andarax","Otras","A04057",1.05
2020,"Indicador 2","Zona rural","Líjar","Otras","A04058",1.02
2020,"Indicador 2","Zona rural","Lubrín","Otras","A04059",3.86
2020,"Indicador 2","Zona rural","Lucainena de las Torres","Otras","A04060",3.55
2020,"Indicador 2","Zona rural","Lúcar","Otras","A04061",0.66
2020,"Indicador 2","Zona de densidad intermedia","Macael","Otras","A04062",2.55
2020,"Indicador 2","Zona rural","María","Otras","A04063",3.01
2020,"Indicador 2","Zona rural","Mojácar","Otras","A04064",8.42
2020,"Indicador 2","Zona rural","Nacimiento","Otras","A04065",13.1
2020,"Indicador 2","Zona de densidad intermedia","Níjar","Otras","A04066",13.54
2020,"Indicador 2","Zona rural","Ohanes","Otras","A04067",0.9
2020,"Indicador 2","Zona rural","Olula de Castro","Otras","A04068",5.24
2020,"Indicador 2","Zona de densidad intermedia","Olula del Río","Otras","A04069",4.35
2020,"Indicador 2","Zona rural","Oria","Otras","A04070",2.95
2020,"Indicador 2","Zona rural","Padules","Otras","A04071",4.83
2020,"Indicador 2","Zona rural","Partaloa","Otras","A04072",1.06
2020,"Indicador 2","Zona rural","Paterna del Río","Otras","A04073",1.92
2020,"Indicador 2","Zona de densidad intermedia","Pechina","Otras","A04074",5.09
2020,"Indicador 2","Zona de densidad intermedia","Pulpí","Otras","A04075",2.93
2020,"Indicador 2","Zona rural","Purchena","Otras","A04076",4.21
2020,"Indicador 2","Zona rural","Rágol","Otras","A04077",0.33
2020,"Indicador 2","Zona rural","Rioja","Otras","A04078",3.17
2020,"Indicador 2","Zona de densidad intermedia","Roquetas de Mar","Otras","A04079",17.62
2020,"Indicador 2","Zona rural","Santa Cruz de Marchena","Otras","A04080",1.01
2020,"Indicador 2","Zona rural","Santa Fe de Mondújar","Otras","A04081",6.07
2020,"Indicador 2","Zona rural","Senés","Otras","A04082",2.42
2020,"Indicador 2","Zona rural","Serón","Otras","A04083",1.13
2020,"Indicador 2","Zona rural","Sierro","Otras","A04084",0.26
2020,"Indicador 2","Zona rural","Somontín","Otras","A04085",0.9
2020,"Indicador 2","Zona rural","Sorbas","Otras","A04086",4.64
2020,"Indicador 2","Zona rural","Suflí","Otras","A04087",1.53
2020,"Indicador 2","Zona rural","Tabernas","Otras","A04088",14.42
2020,"Indicador 2","Zona rural","Taberno","Otras","A04089",3.39
2020,"Indicador 2","Zona rural","Tahal","Otras","A04090",5.06
2020,"Indicador 2","Zona rural","Terque","Otras","A04091",4.66
2020,"Indicador 2","Zona rural","Tíjola","Otras","A04092",1.58
2020,"Indicador 2","Zona rural","Turre","Otras","A04093",8.41
2020,"Indicador 2","Zona rural","Turrillas","Otras","A04094",6.05
2020,"Indicador 2","Zona rural","Uleila del Campo","Otras","A04095",3.65
2020,"Indicador 2","Zona rural","Urrácal","Otras","A04096",2
2020,"Indicador 2","Zona rural","Velefique","Otras","A04097",1.3
2020,"Indicador 2","Zona rural","Vélez-Blanco","Otras","A04098",3.2
2020,"Indicador 2","Zona de densidad intermedia","Vélez-Rubio","Otras","A04099",4.25
2020,"Indicador 2","Zona de densidad intermedia","Vera","Otras","A04100",6.73
2020,"Indicador 2","Ciudades","Viator","Otras","A04101",2.07
2020,"Indicador 2","Ciudades","Vícar","Otras","A04102",15.39
2020,"Indicador 2","Zona rural","Zurgena","Otras","A04103",2.77
2020,"Indicador 2","Zona rural","Tres Villas, Las","Otras","A04901",2.3
2020,"Indicador 2","Zona de densidad intermedia","Ejido, El","Otras","A04902",8.91
2020,"Indicador 2","Zona de densidad intermedia","Mojonera, La","Otras","A04903",12.48
2020,"Indicador 2","Zona rural","Balanegra","Otras","A04904",11.05
2020,"Indicador 2","Zona rural","Alcalá de los Gazules","Otras","A11001",0.4
2020,"Indicador 2","Zona rural","Alcalá del Valle","Otras","A11002",0.48
2020,"Indicador 2","Zona rural","Algar","Otras","A11003",0.28
2020,"Indicador 2","Ciudades","Algeciras","Otras","A11004",1.36
2020,"Indicador 2","Zona rural","Algodonales","Otras","A11005",0.49
2020,"Indicador 2","Zona de densidad intermedia","Arcos de la Frontera","Otras","A11006",0.54
2020,"Indicador 2","Zona de densidad intermedia","Barbate","Otras","A11007",0.51
2020,"Indicador 2","Zona de densidad intermedia","Barrios, Los","Otras","A11008",1.39
2020,"Indicador 2","Zona rural","Benaocaz","Otras","A11009",0.3
2020,"Indicador 2","Zona de densidad intermedia","Bornos","Otras","A11010",0.39
2020,"Indicador 2","Zona rural","Bosque, El","Otras","A11011",0.47
2020,"Indicador 2","Ciudades","Cádiz","Otras","A11012",0.83
2020,"Indicador 2","Zona rural","Castellar de la Frontera","Otras","A11013",1.21
2020,"Indicador 2","Zona de densidad intermedia","Conil de la Frontera","Otras","A11014",1.27
2020,"Indicador 2","Ciudades","Chiclana de la Frontera","Otras","A11015",1.07
2020,"Indicador 2","Zona de densidad intermedia","Chipiona","Otras","A11016",1.35
2020,"Indicador 2","Zona rural","Espera","Otras","A11017",0.36
2020,"Indicador 2","Zona rural","Gastor, El","Otras","A11018",0.98
2020,"Indicador 2","Zona rural","Grazalema","Otras","A11019",0.3
2020,"Indicador 2","Ciudades","Jerez de la Frontera","Otras","A11020",1.24
