"Year","Grado urbanización","Municipio","GeoCode","Value"
2020,"Zona de densidad intermedia","Albaida del Aljarafe","41003",2.37
2020,"Ciudades","Alcalá de Guadaíra","41004",2.12
2020,"Zona de densidad intermedia","Alcalá del Río","41005",2.17
2020,"Zona rural","Alcolea del Río","41006",0.72
2020,"Zona de densidad intermedia","Algaba, La","41007",3.58
2020,"Zona rural","Algámitas","41008",1.6
2020,"Zona rural","Almadén de la Plata","41009",1.38
2020,"Zona de densidad intermedia","Almensilla","41010",2.23
2020,"Zona de densidad intermedia","Arahal","41011",1.01
2020,"Zona rural","Aznalcázar","41012",7.04
2020,"Zona de densidad intermedia","Aznalcóllar","41013",2.14
2020,"Zona rural","Badolatosa","41014",1.33
2020,"Zona de densidad intermedia","Benacazón","41015",2.15
2020,"Zona de densidad intermedia","Bollullos de la Mitación","41016",4.08
2020,"Ciudades","Bormujos","41017",3.53
2020,"Zona de densidad intermedia","Brenes","41018",6.17
2020,"Zona de densidad intermedia","Burguillos","41019",4.23
2020,"Zona de densidad intermedia","Cabezas de San Juan, Las","41020",1.27
2020,"Ciudades","Camas","41021",4.43
2020,"Zona de densidad intermedia","Campana, La","41022",2.29
2020,"Zona de densidad intermedia","Cantillana","41023",7.82
2020,"Zona de densidad intermedia","Carmona","41024",2.96
2020,"Zona rural","Carrión de los Céspedes","41025",3.61
2020,"Zona de densidad intermedia","Casariche","41026",3.57
2020,"Zona rural","Castilblanco de los Arroyos","41027",2.82
2020,"Zona de densidad intermedia","Castilleja de Guzmán","41028",1.66
2020,"Ciudades","Castilleja de la Cuesta","41029",4.61
2020,"Zona rural","Castilleja del Campo","41030",6.88
2020,"Zona rural","Castillo de las Guardas, El","41031",4.84
2020,"Zona rural","Cazalla de la Sierra","41032",1.75
2020,"Zona de densidad intermedia","Constantina","41033",1.55
2020,"Zona de densidad intermedia","Coria del Río","41034",3.76
2020,"Zona rural","Coripe","41035",1.21
2020,"Zona rural","Coronil, El","41036",2.14
2020,"Zona de densidad intermedia","Corrales, Los","41037",2.41
2020,"Ciudades","Dos Hermanas","41038",2.49
2020,"Zona de densidad intermedia","Écija","41039",2.18
2020,"Zona de densidad intermedia","Espartinas","41040",4.18
2020,"Zona de densidad intermedia","Estepa","41041",3.66
2020,"Zona de densidad intermedia","Fuentes de Andalucía","41042",2.21
2020,"Zona rural","Garrobo, El","41043",2.43
2020,"Ciudades","Gelves","41044",3.01
2020,"Zona de densidad intermedia","Gerena","41045",2.68
2020,"Zona rural","Gilena","41046",2.76
2020,"Ciudades","Gines","41047",2.38
2020,"Zona rural","Guadalcanal","41048",1.53
2020,"Zona de densidad intermedia","Guillena","41049",3.97
2020,"Zona de densidad intermedia","Herrera","41050",2.41
2020,"Zona rural","Huévar del Aljarafe","41051",2.91
2020,"Zona rural","Lantejuela","41052",0.65
2020,"Zona de densidad intermedia","Lebrija","41053",1.93
2020,"Zona rural","Lora de Estepa","41054",4.47
2020,"Zona de densidad intermedia","Lora del Río","41055",2.16
2020,"Zona rural","Luisiana, La","41056",1.49
2020,"Zona rural","Madroño, El","41057",0.7
2020,"Zona de densidad intermedia","Mairena del Alcor","41058",2.75
2020,"Ciudades","Mairena del Aljarafe","41059",3.33
2020,"Zona de densidad intermedia","Marchena","41060",2.81
2020,"Zona rural","Marinaleda","41061",1.31
2020,"Zona de densidad intermedia","Martín de la Jara","41062",3.04
2020,"Zona rural","Molares, Los","41063",1.34
2020,"Zona de densidad intermedia","Montellano","41064",1.4
2020,"Zona de densidad intermedia","Morón de la Frontera","41065",1.86
2020,"Zona rural","Navas de la Concepción, Las","41066",1.04
2020,"Zona de densidad intermedia","Olivares","41067",3.57
2020,"Zona de densidad intermedia","Osuna","41068",1.84
2020,"Zona de densidad intermedia","Palacios y Villafranca, Los","41069",1.58
2020,"Ciudades","Palomares del Río","41070",2.35
2020,"Zona de densidad intermedia","Paradas","41071",1.46
2020,"Zona de densidad intermedia","Pedrera","41072",4.23
2020,"Zona rural","Pedroso, El","41073",1.44
2020,"Zona rural","Peñaflor","41074",1.07
2020,"Zona de densidad intermedia","Pilas","41075",7.12
2020,"Zona rural","Pruna","41076",3.57
2020,"Zona de densidad intermedia","Puebla de Cazalla, La","41077",2.2
2020,"Zona rural","Puebla de los Infantes, La","41078",1.95
2020,"Zona de densidad intermedia","Puebla del Río, La","41079",2.74
2020,"Zona rural","Real de la Jara, El","41080",2.21
2020,"Zona de densidad intermedia","Rinconada, La","41081",2.44
2020,"Zona rural","Roda de Andalucía, La","41082",3.59
2020,"Zona rural","Ronquillo, El","41083",1.74
2020,"Zona rural","Rubio, El","41084",2.4
2020,"Zona de densidad intermedia","Salteras","41085",3.06
2020,"Ciudades","San Juan de Aznalfarache","41086",7.02
2020,"Zona de densidad intermedia","Sanlúcar la Mayor","41087",4.7
2020,"Zona rural","San Nicolás del Puerto","41088",1.01
2020,"Zona de densidad intermedia","Santiponce","41089",2.3
2020,"Zona rural","Saucejo, El","41090",1.72
2020,"Ciudades","Sevilla","41091",5.77
2020,"Zona de densidad intermedia","Tocina","41092",1.77
2020,"Ciudades","Tomares","41093",3.06
2020,"Zona de densidad intermedia","Umbrete","41094",3.52
2020,"Zona de densidad intermedia","Utrera","41095",2.1
2020,"Zona de densidad intermedia","Valencina de la Concepción","41096",2.74
2020,"Zona rural","Villamanrique de la Condesa","41097",11.77
2020,"Zona de densidad intermedia","Villanueva del Ariscal","41098",2.37
2020,"Zona rural","Villanueva del Río y Minas","41099",1.61
2020,"Zona rural","Villanueva de San Juan","41100",1.56
2020,"Zona de densidad intermedia","Villaverde del Río","41101",4.16
2020,"Zona de densidad intermedia","Viso del Alcor, El","41102",2.87
2020,"Zona rural","Cañada Rosal","41901",0.93
2020,"Zona de densidad intermedia","Isla Mayor","41902",2.64
2020,"Zona de densidad intermedia","Cuervo de Sevilla, El","41903",3.4
2020,"Zona rural","Palmar de Troya, El","41904",6.96
