Year,Nacionalidad,Grado urbanización,Municipio,GeoCode,Value
2020,Magreb,Zona de densidad intermedia,Rota,A11030,0.28
2020,Magreb,Ciudades,San Fernando,A11031,0.35
2020,Magreb,Ciudades,Sanlúcar de Barrameda,A11032,0.36
2020,Magreb,Zona de densidad intermedia,San Roque,A11033,1.75
2020,Magreb,Zona rural,Setenil de las Bodegas,A11034,0.0
2020,Magreb,Zona de densidad intermedia,Tarifa,A11035,0.54
2020,Magreb,Zona rural,Torre Alháquime,A11036,1.13
2020,Magreb,Zona de densidad intermedia,Trebujena,A11037,0.98
2020,Magreb,Zona de densidad intermedia,Ubrique,A11038,0.32
2020,Magreb,Zona de densidad intermedia,Vejer de la Frontera,A11039,0.67
2020,Magreb,Zona rural,Villaluenga del Rosario,A11040,0.0
2020,Magreb,Zona de densidad intermedia,Villamartín,A11041,0.35
2020,Magreb,Zona rural,Zahara,A11042,0.15
2020,Magreb,Zona de densidad intermedia,Benalup-Casas Viejas,A11901,0.31
2020,Magreb,Zona rural,San José del Valle,A11902,0.27
2020,Magreb,Zona rural,San Martín del Tesorillo,A11903,3.53
2020,Magreb,Zona rural,Adamuz,A14001,0.65
2020,Magreb,Zona de densidad intermedia,Aguilar de la Frontera,A14002,0.99
2020,Magreb,Zona rural,Alcaracejos,A14003,0.41
2020,Magreb,Zona rural,Almedinilla,A14004,2.11
2020,Magreb,Zona de densidad intermedia,Almodóvar del Río,A14005,0.25
2020,Magreb,Zona rural,Añora,A14006,0.07
2020,Magreb,Zona de densidad intermedia,Baena,A14007,0.28
2020,Magreb,Zona rural,Belalcázar,A14008,0.22
2020,Magreb,Zona rural,Belmez,A14009,0.14
2020,Magreb,Zona rural,Benamejí,A14010,0.71
2020,Magreb,Zona rural,"Blázquez, Los",A14011,0.0
2020,Magreb,Zona de densidad intermedia,Bujalance,A14012,0.25
2020,Magreb,Zona de densidad intermedia,Cabra,A14013,0.44
2020,Magreb,Zona rural,Cañete de las Torres,A14014,0.72
2020,Magreb,Zona rural,Carcabuey,A14015,0.17
2020,Magreb,Zona rural,Cardeña,A14016,0.07
2020,Magreb,Zona de densidad intermedia,"Carlota, La",A14017,0.42
2020,Magreb,Zona rural,"Carpio, El",A14018,0.44
2020,Magreb,Zona de densidad intermedia,Castro del Río,A14019,0.84
2020,Magreb,Zona rural,Conquista,A14020,0.0
2020,Magreb,Ciudades,Córdoba,A14021,0.31
2020,Magreb,Zona rural,Doña Mencía,A14022,0.28
2020,Magreb,Zona rural,Dos Torres,A14023,0.25
2020,Magreb,Zona rural,Encinas Reales,A14024,0.75
2020,Magreb,Zona rural,Espejo,A14025,0.0
2020,Magreb,Zona rural,Espiel,A14026,0.12
2020,Magreb,Zona de densidad intermedia,Fernán-Núñez,A14027,0.27
2020,Magreb,Zona rural,Fuente la Lancha,A14028,0.0
2020,Magreb,Zona rural,Fuente Obejuna,A14029,0.04
2020,Magreb,Zona de densidad intermedia,Fuente Palmera,A14030,0.34
2020,Magreb,Zona rural,Fuente-Tójar,A14031,0.45
2020,Magreb,Zona rural,"Granjuela, La",A14032,0.46
2020,Magreb,Zona rural,Guadalcázar,A14033,0.38
2020,Magreb,Zona rural,"Guijo, El",A14034,0.0
2020,Magreb,Zona de densidad intermedia,Hinojosa del Duque,A14035,0.03
2020,Magreb,Zona rural,Hornachuelos,A14036,0.09
2020,Magreb,Zona rural,Iznájar,A14037,0.8
2020,Magreb,Zona de densidad intermedia,Lucena,A14038,0.84
2020,Magreb,Zona rural,Luque,A14039,0.17
2020,Magreb,Zona de densidad intermedia,Montalbán de Córdoba,A14040,0.13
2020,Magreb,Zona rural,Montemayor,A14041,0.31
2020,Magreb,Zona de densidad intermedia,Montilla,A14042,0.24
2020,Magreb,Zona de densidad intermedia,Montoro,A14043,0.15
2020,Magreb,Zona rural,Monturque,A14044,0.36
2020,Magreb,Zona rural,Moriles,A14045,0.03
2020,Magreb,Zona de densidad intermedia,Nueva Carteya,A14046,0.13
2020,Magreb,Zona rural,Obejo,A14047,0.25
2020,Magreb,Zona rural,Palenciana,A14048,0.82
2020,Magreb,Zona de densidad intermedia,Palma del Río,A14049,0.36
2020,Magreb,Zona rural,Pedro Abad,A14050,0.11
2020,Magreb,Zona rural,Pedroche,A14051,0.0
2020,Magreb,Zona de densidad intermedia,Peñarroya-Pueblonuevo,A14052,0.11
2020,Magreb,Zona de densidad intermedia,Posadas,A14053,0.23
2020,Magreb,Zona de densidad intermedia,Pozoblanco,A14054,0.66
2020,Magreb,Zona de densidad intermedia,Priego de Córdoba,A14055,0.58
2020,Magreb,Zona de densidad intermedia,Puente Genil,A14056,0.58
2020,Magreb,Zona de densidad intermedia,"Rambla, La",A14057,0.09
2020,Magreb,Zona de densidad intermedia,Rute,A14058,1.65
2020,Magreb,Zona rural,San Sebastián de los Ballesteros,A14059,0.0
2020,Magreb,Zona rural,Santaella,A14060,0.76
2020,Magreb,Zona rural,Santa Eufemia,A14061,0.0
2020,Magreb,Zona rural,Torrecampo,A14062,0.0
2020,Magreb,Zona rural,Valenzuela,A14063,0.09
2020,Magreb,Zona rural,Valsequillo,A14064,0.0
2020,Magreb,Zona rural,"Victoria, La",A14065,0.09
2020,Magreb,Zona de densidad intermedia,Villa del Río,A14066,0.07
2020,Magreb,Zona rural,Villafranca de Córdoba,A14067,0.1
2020,Magreb,Zona rural,Villaharta,A14068,0.32
2020,Magreb,Zona de densidad intermedia,Villanueva de Córdoba,A14069,0.07
2020,Magreb,Zona rural,Villanueva del Duque,A14070,0.41
2020,Magreb,Zona rural,Villanueva del Rey,A14071,0.0
2020,Magreb,Zona rural,Villaralto,A14072,0.27
2020,Magreb,Zona rural,Villaviciosa de Córdoba,A14073,0.06
2020,Magreb,Zona rural,"Viso, El",A14074,0.0
2020,Magreb,Zona rural,Zuheros,A14075,0.0
2020,Magreb,Zona rural,Fuente Carreteros,A14901,0.0
2020,Magreb,Zona rural,"Guijarrosa, La",A14902,0.0
2020,Magreb,Zona rural,Agrón,A18001,2.69
2020,Magreb,Zona rural,Alamedilla,A18002,0.0
2020,Magreb,Zona de densidad intermedia,Albolote,A18003,1.05
2020,Magreb,Zona rural,Albondón,A18004,0.28
2020,Magreb,Zona rural,Albuñán,A18005,0.0
2020,Magreb,Zona rural,Albuñol,A18006,22.4
2020,Magreb,Zona rural,Albuñuelas,A18007,0.0
2020,Magreb,Zona rural,Aldeire,A18010,1.43
2020,Magreb,Zona de densidad intermedia,Alfacar,A18011,0.86
2020,Magreb,Zona rural,Algarinejo,A18012,1.18
2020,Magreb,Zona rural,Alhama de Granada,A18013,12.44
2020,Magreb,Zona de densidad intermedia,Alhendín,A18014,0.85
2020,Magreb,Zona rural,Alicún de Ortega,A18015,0.0
2020,Magreb,Zona rural,Almegíjar,A18016,0.0
2020,Magreb,Zona de densidad intermedia,Almuñécar,A18017,1.45
2020,Magreb,Zona rural,Alquife,A18018,0.0
2020,Magreb,Zona rural,Arenas del Rey,A18020,9.34
2020,Magreb,Ciudades,Armilla,A18021,2.12
2020,Magreb,Zona de densidad intermedia,Atarfe,A18022,1.53
2020,Magreb,Zona de densidad intermedia,Baza,A18023,1.9
2020,Magreb,Zona rural,Beas de Granada,A18024,0.92
2020,Magreb,Zona rural,Beas de Guadix,A18025,0.0
2020,Magreb,Zona rural,Benalúa,A18027,0.03
2020,Magreb,Zona rural,Benalúa de las Villas,A18028,1.52
2020,Magreb,Zona rural,Benamaurel,A18029,0.13
2020,Magreb,Zona rural,Bérchules,A18030,1.12
2020,Magreb,Zona rural,Bubión,A18032,0.0
2020,Magreb,Zona rural,Busquístar,A18033,1.43
2020,Magreb,Zona rural,Cacín,A18034,0.18
2020,Magreb,Zona rural,Cádiar,A18035,1.77
2020,Magreb,Ciudades,Cájar,A18036,0.48
2020,Magreb,Zona rural,Calicasas,A18037,0.94
2020,Magreb,Zona rural,Campotéjar,A18038,0.57
2020,Magreb,Zona rural,Caniles,A18039,0.17
2020,Magreb,Zona rural,Cáñar,A18040,0.0
2020,Magreb,Zona rural,Capileira,A18042,1.78
2020,Magreb,Zona rural,Carataunas,A18043,0.5
2020,Magreb,Zona rural,Cástaras,A18044,0.43
2020,Magreb,Zona rural,Castilléjar,A18045,0.98
2020,Magreb,Zona rural,Castril,A18046,0.54
2020,Magreb,Zona de densidad intermedia,Cenes de la Vega,A18047,1.23
2020,Magreb,Zona rural,Cijuela,A18048,2.14
2020,Magreb,Zona rural,Cogollos de Guadix,A18049,2.02
2020,Magreb,Zona de densidad intermedia,Cogollos de la Vega,A18050,0.4
2020,Magreb,Zona rural,Colomera,A18051,0.15
2020,Magreb,Zona rural,Cortes de Baza,A18053,0.27
2020,Magreb,Zona rural,Cortes y Graena,A18054,1.32
2020,Magreb,Zona rural,Cúllar,A18056,1.3
2020,Magreb,Zona de densidad intermedia,Cúllar Vega,A18057,0.81
2020,Magreb,Zona de densidad intermedia,Chauchina,A18059,0.61
2020,Magreb,Zona rural,Chimeneas,A18061,4.24
2020,Magreb,Ciudades,Churriana de la Vega,A18062,1.37
2020,Magreb,Zona rural,Darro,A18063,1.9
2020,Magreb,Zona rural,Dehesas de Guadix,A18064,0.24
2020,Magreb,Zona rural,Dehesas Viejas,A18065,0.29
2020,Magreb,Zona rural,Deifontes,A18066,0.19
2020,Magreb,Zona rural,Diezma,A18067,2.23
2020,Magreb,Zona rural,Dílar,A18068,0.62
2020,Magreb,Zona rural,Dólar,A18069,0.64
2020,Magreb,Zona rural,Dúdar,A18070,1.22
2020,Magreb,Zona de densidad intermedia,Dúrcal,A18071,1.15
2020,Magreb,Zona rural,Escúzar,A18072,0.76
2020,Magreb,Zona rural,Ferreira,A18074,0.0
2020,Magreb,Zona rural,Fonelas,A18076,0.1
2020,Magreb,Zona rural,Fornes,A18077,2.16
2020,Magreb,Zona rural,Freila,A18078,1.81
2020,Magreb,Zona de densidad intermedia,Fuente Vaqueros,A18079,0.46
2020,Magreb,Zona rural,Galera,A18082,0.47
2020,Magreb,Zona rural,Gobernador,A18083,0.0
2020,Magreb,Ciudades,Gójar,A18084,0.46
2020,Magreb,Zona rural,Gor,A18085,2.42
2020,Magreb,Zona rural,Gorafe,A18086,0.0
2020,Magreb,Ciudades,Granada,A18087,2.09
2020,Magreb,Zona rural,Guadahortuna,A18088,0.53
2020,Magreb,Zona de densidad intermedia,Guadix,A18089,1.35
2020,Magreb,Zona rural,Gualchos,A18093,5.82
2020,Magreb,Zona rural,Güéjar Sierra,A18094,0.7
2020,Magreb,Zona rural,Güevéjar,A18095,1.25
2020,Magreb,Zona rural,Huélago,A18096,1.5
2020,Magreb,Zona rural,Huéneja,A18097,1.79
2020,Magreb,Zona de densidad intermedia,Huéscar,A18098,0.38
2020,Magreb,Zona rural,Huétor de Santillán,A18099,0.16
2020,Magreb,Zona de densidad intermedia,Huétor Tájar,A18100,0.56
2020,Magreb,Ciudades,Huétor Vega,A18101,0.52
2020,Magreb,Zona rural,Íllora,A18102,0.69
2020,Magreb,Zona rural,Ítrabo,A18103,0.91
2020,Magreb,Zona de densidad intermedia,Iznalloz,A18105,1.0
2020,Magreb,Zona rural,Játar,A18106,7.06
2020,Magreb,Zona rural,Jayena,A18107,0.67
2020,Magreb,Zona rural,Jérez del Marquesado,A18108,0.21
2020,Magreb,Zona rural,Jete,A18109,0.11
2020,Magreb,Zona rural,Jun,A18111,0.67
2020,Magreb,Zona rural,Juviles,A18112,0.74
2020,Magreb,Zona rural,"Calahorra, La",A18114,1.5
2020,Magreb,Zona rural,Láchar,A18115,1.31
2020,Magreb,Zona rural,Lanjarón,A18116,0.28
2020,Magreb,Zona rural,Lanteira,A18117,0.0
2020,Magreb,Zona rural,Lecrín,A18119,0.09
2020,Magreb,Zona rural,Lentegí,A18120,1.5
2020,Magreb,Zona rural,Lobras,A18121,0.0
2020,Magreb,Zona de densidad intermedia,Loja,A18122,2.26
2020,Magreb,Zona rural,Lugros,A18123,0.0
2020,Magreb,Zona rural,Lújar,A18124,3.93
2020,Magreb,Zona rural,"Malahá, La",A18126,0.9
2020,Magreb,Ciudades,Maracena,A18127,1.48
2020,Magreb,Zona rural,Marchal,A18128,0.24
2020,Magreb,Zona rural,Moclín,A18132,0.75
2020,Magreb,Zona rural,Molvízar,A18133,2.45
2020,Magreb,Ciudades,Monachil,A18134,0.4
2020,Magreb,Zona rural,Montefrío,A18135,3.07
2020,Magreb,Zona rural,Montejícar,A18136,0.09
2020,Magreb,Zona rural,Montillana,A18137,0.35
2020,Magreb,Zona rural,Moraleda de Zafayona,A18138,0.38
2020,Magreb,Zona de densidad intermedia,Motril,A18140,2.66
2020,Magreb,Zona rural,Murtas,A18141,0.0
2020,Magreb,Zona rural,Nigüelas,A18143,0.25
2020,Magreb,Zona de densidad intermedia,Nívar,A18144,0.0
2020,Magreb,Ciudades,Ogíjares,A18145,0.66
2020,Magreb,Zona rural,Orce,A18146,1.6
2020,Magreb,Zona rural,Órgiva,A18147,1.52
2020,Magreb,Zona rural,Otívar,A18148,2.47
2020,Magreb,Zona de densidad intermedia,Villa de Otura,A18149,0.4
2020,Magreb,Zona de densidad intermedia,Padul,A18150,0.9
2020,Magreb,Zona rural,Pampaneira,A18151,0.32
2020,Magreb,Zona rural,Pedro Martínez,A18152,0.62
2020,Magreb,Zona de densidad intermedia,Peligros,A18153,0.47
2020,Magreb,Zona rural,"Peza, La",A18154,0.94
2020,Magreb,Zona rural,Pinos Genil,A18157,1.07
2020,Magreb,Zona de densidad intermedia,Pinos Puente,A18158,0.59
2020,Magreb,Zona rural,Píñar,A18159,1.54
2020,Magreb,Zona rural,Polícar,A18161,0.0
2020,Magreb,Zona rural,Polopos,A18162,17.31
2020,Magreb,Zona rural,Pórtugos,A18163,0.82
2020,Magreb,Zona rural,Puebla de Don Fadrique,A18164,3.17
2020,Magreb,Ciudades,Pulianas,A18165,0.57
2020,Magreb,Zona rural,Purullena,A18167,1.04
2020,Magreb,Zona rural,Quéntar,A18168,0.21
2020,Magreb,Zona rural,Rubite,A18170,3.14
2020,Magreb,Zona rural,Salar,A18171,0.15
2020,Magreb,Zona de densidad intermedia,Salobreña,A18173,1.27
2020,Magreb,Zona rural,Santa Cruz del Comercio,A18174,0.75
2020,Magreb,Zona de densidad intermedia,Santa Fe,A18175,1.33
2020,Magreb,Zona rural,Soportújar,A18176,0.0
2020,Magreb,Zona rural,Sorvilán,A18177,16.51
2020,Magreb,Zona rural,Torre-Cardela,A18178,0.0
2020,Magreb,Zona rural,Torvizcón,A18179,1.44
2020,Magreb,Zona rural,Trevélez,A18180,1.49
2020,Magreb,Zona rural,Turón,A18181,0.0
2020,Magreb,Zona rural,Ugíjar,A18182,2.86
2020,Magreb,Zona rural,Válor,A18183,2.51
2020,Magreb,Zona rural,Vélez de Benaudalla,A18184,0.97
2020,Magreb,Zona rural,Ventas de Huelma,A18185,2.13
2020,Magreb,Zona rural,Villanueva de las Torres,A18187,0.0
2020,Magreb,Zona rural,Villanueva Mesía,A18188,0.15
2020,Magreb,Zona de densidad intermedia,Víznar,A18189,0.4
2020,Magreb,Zona rural,Zafarraya,A18192,22.83
2020,Magreb,Ciudades,"Zubia, La",A18193,0.82
2020,Magreb,Zona rural,Zújar,A18194,0.51
2020,Magreb,Zona rural,"Taha, La",A18901,0.15
2020,Magreb,Zona rural,"Valle, El",A18902,0.88
2020,Magreb,Zona rural,Nevada,A18903,0.56
2020,Magreb,Zona rural,Alpujarra de la Sierra,A18904,2.89
2020,Magreb,Ciudades,"Gabias, Las",A18905,1.27
2020,Magreb,Zona rural,"Guájares, Los",A18906,1.71
2020,Magreb,Zona rural,Valle del Zalabí,A18907,0.76
2020,Magreb,Zona de densidad intermedia,Villamena,A18908,0.43
2020,Magreb,Zona rural,Morelábor,A18909,0.0
2020,Magreb,Zona rural,"Pinar, El",A18910,0.35
2020,Magreb,Zona de densidad intermedia,Vegas del Genil,A18911,0.34
2020,Magreb,Zona rural,Cuevas del Campo,A18912,0.46
2020,Magreb,Zona rural,Zagra,A18913,6.55
2020,Magreb,Zona rural,Valderrubio,A18914,0.0
2020,Magreb,Zona rural,Domingo Pérez de Granada,A18915,1.48
2020,Magreb,Zona rural,Torrenueva Costa,A18916,5.69
2020,Magreb,Zona rural,Alájar,A21001,0.0
2020,Magreb,Zona de densidad intermedia,Aljaraque,A21002,0.19
2020,Magreb,Zona rural,"Almendro, El",A21003,0.24
2020,Magreb,Zona rural,Almonaster la Real,A21004,0.06
2020,Magreb,Zona de densidad intermedia,Almonte,A21005,4.45
2020,Magreb,Zona rural,Alosno,A21006,1.83
2020,Magreb,Zona de densidad intermedia,Aracena,A21007,0.25
2020,Magreb,Zona rural,Aroche,A21008,0.16
2020,Magreb,Zona rural,Arroyomolinos de León,A21009,0.0
2020,Magreb,Zona de densidad intermedia,Ayamonte,A21010,1.92
2020,Magreb,Zona rural,Beas,A21011,1.98
2020,Magreb,Zona rural,Berrocal,A21012,0.0
2020,Magreb,Zona de densidad intermedia,Bollullos Par del Condado,A21013,3.17
2020,Magreb,Zona de densidad intermedia,Bonares,A21014,5.26
2020,Magreb,Zona rural,Cabezas Rubias,A21015,0.28
2020,Magreb,Zona rural,Cala,A21016,0.26
2020,Magreb,Zona rural,Calañas,A21017,0.36
2020,Magreb,Zona rural,"Campillo, El",A21018,0.35
2020,Magreb,Zona rural,Campofrío,A21019,0.42
2020,Magreb,Zona rural,Cañaveral de León,A21020,0.0
2020,Magreb,Zona de densidad intermedia,Cartaya,A21021,9.64
2020,Magreb,Zona rural,Castaño del Robledo,A21022,0.44
2020,Magreb,Zona rural,"Cerro de Andévalo, El",A21023,0.0
2020,Magreb,Zona rural,Corteconcepción,A21024,0.75
2020,Magreb,Zona rural,Cortegana,A21025,0.11
2020,Magreb,Zona rural,Cortelazor,A21026,0.0
2020,Magreb,Zona rural,Cumbres de Enmedio,A21027,5.88
2020,Magreb,Zona rural,Cumbres de San Bartolomé,A21028,0.0
2020,Magreb,Zona rural,Cumbres Mayores,A21029,0.0
2020,Magreb,Zona rural,Chucena,A21030,0.36
2020,Magreb,Zona rural,Encinasola,A21031,0.0
2020,Magreb,Zona de densidad intermedia,Escacena del Campo,A21032,1.05
2020,Magreb,Zona rural,Fuenteheridos,A21033,0.0
2020,Magreb,Zona rural,Galaroza,A21034,0.0
2020,Magreb,Zona de densidad intermedia,Gibraleón,A21035,0.88
2020,Magreb,Zona rural,"Granada de Río-Tinto, La",A21036,0.0
2020,Magreb,Zona rural,"Granado, El",A21037,0.38
2020,Magreb,Zona rural,Higuera de la Sierra,A21038,0.39
2020,Magreb,Zona rural,Hinojales,A21039,0.0
2020,Magreb,Zona rural,Hinojos,A21040,2.55
2020,Magreb,Ciudades,Huelva,A21041,0.93
2020,Magreb,Zona de densidad intermedia,Isla Cristina,A21042,3.31
2020,Magreb,Zona rural,Jabugo,A21043,0.04
2020,Magreb,Zona de densidad intermedia,Lepe,A21044,4.43
2020,Magreb,Zona rural,Linares de la Sierra,A21045,0.0
2020,Magreb,Zona rural,Lucena del Puerto,A21046,13.98
2020,Magreb,Zona rural,Manzanilla,A21047,0.33
2020,Magreb,Zona rural,"Marines, Los",A21048,0.0
2020,Magreb,Zona rural,Minas de Riotinto,A21049,0.08
2020,Magreb,Zona de densidad intermedia,Moguer,A21050,10.56
2020,Magreb,Zona rural,"Nava, La",A21051,0.0
2020,Magreb,Zona rural,Nerva,A21052,0.52
2020,Magreb,Zona rural,Niebla,A21053,1.85
2020,Magreb,Zona de densidad intermedia,"Palma del Condado, La",A21054,1.48
2020,Magreb,Zona de densidad intermedia,Palos de la Frontera,A21055,5.84
2020,Magreb,Zona de densidad intermedia,Paterna del Campo,A21056,0.46
2020,Magreb,Zona rural,Paymogo,A21057,0.0
2020,Magreb,Zona rural,Puebla de Guzmán,A21058,0.23
2020,Magreb,Zona rural,Puerto Moral,A21059,0.36
2020,Magreb,Zona de densidad intermedia,Punta Umbría,A21060,1.07
2020,Magreb,Zona de densidad intermedia,Rociana del Condado,A21061,8.87
2020,Magreb,Zona rural,Rosal de la Frontera,A21062,0.35
2020,Magreb,Zona rural,San Bartolomé de la Torre,A21063,2.47
2020,Magreb,Zona de densidad intermedia,San Juan del Puerto,A21064,4.54
2020,Magreb,Zona rural,Sanlúcar de Guadiana,A21065,0.5
2020,Magreb,Zona rural,San Silvestre de Guzmán,A21066,1.63
2020,Magreb,Zona rural,Santa Ana la Real,A21067,0.0
2020,Magreb,Zona rural,Santa Bárbara de Casa,A21068,0.0
2020,Magreb,Zona rural,Santa Olalla del Cala,A21069,0.2
2020,Magreb,Zona de densidad intermedia,Trigueros,A21070,1.06
2020,Magreb,Zona rural,Valdelarco,A21071,0.0
2020,Magreb,Zona de densidad intermedia,Valverde del Camino,A21072,0.39
2020,Magreb,Zona rural,Villablanca,A21073,2.6
2020,Magreb,Zona rural,Villalba del Alcor,A21074,0.45
2020,Magreb,Zona rural,Villanueva de las Cruces,A21075,0.0
2020,Magreb,Zona rural,Villanueva de los Castillejos,A21076,1.49
2020,Magreb,Zona rural,Villarrasa,A21077,2.17
2020,Magreb,Zona rural,Zalamea la Real,A21078,0.03
2020,Magreb,Zona rural,Zufre,A21079,0.13
2020,Magreb,Zona rural,"Zarza-Perrunal, La",A21902,0.0
2020,Magreb,Zona rural,Albanchez de Mágina,A23001,0.89
2020,Magreb,Zona de densidad intermedia,Alcalá la Real,A23002,0.92
2020,Magreb,Zona de densidad intermedia,Alcaudete,A23003,0.24
2020,Magreb,Zona rural,Aldeaquemada,A23004,0.21
2020,Magreb,Zona de densidad intermedia,Andújar,A23005,0.45
2020,Magreb,Zona de densidad intermedia,Arjona,A23006,0.25
2020,Magreb,Zona rural,Arjonilla,A23007,0.42
2020,Magreb,Zona rural,Arquillos,A23008,1.16
2020,Magreb,Zona de densidad intermedia,Baeza,A23009,1.68
2020,Magreb,Zona de densidad intermedia,Bailén,A23010,0.43
2020,Magreb,Zona rural,Baños de la Encina,A23011,0.08
2020,Magreb,Zona rural,Beas de Segura,A23012,5.31
2020,Magreb,Zona rural,Begíjar,A23014,0.17
2020,Magreb,Zona rural,Bélmez de la Moraleda,A23015,2.74
2020,Magreb,Zona rural,Benatae,A23016,0.9
2020,Magreb,Zona rural,Cabra del Santo Cristo,A23017,0.28
2020,Magreb,Zona rural,Cambil,A23018,1.9
2020,Magreb,Zona rural,Campillo de Arenas,A23019,1.31
2020,Magreb,Zona de densidad intermedia,Canena,A23020,1.98
2020,Magreb,Zona rural,Carboneros,A23021,0.17
2020,Magreb,Zona de densidad intermedia,"Carolina, La",A23024,0.19
2020,Magreb,Zona rural,Castellar,A23025,0.82
2020,Magreb,Zona rural,Castillo de Locubín,A23026,0.15
2020,Magreb,Zona rural,Cazalilla,A23027,0.0
2020,Magreb,Zona de densidad intermedia,Cazorla,A23028,0.67
2020,Magreb,Zona rural,Chiclana de Segura,A23029,2.83
2020,Magreb,Zona rural,Chilluévar,A23030,0.14
2020,Magreb,Zona rural,Escañuela,A23031,1.06
2020,Magreb,Zona rural,Espeluy,A23032,0.48
2020,Magreb,Zona rural,Frailes,A23033,0.0
2020,Magreb,Zona rural,Fuensanta de Martos,A23034,0.66
2020,Magreb,Zona rural,Fuerte del Rey,A23035,1.7
2020,Magreb,Zona rural,Génave,A23037,0.68
2020,Magreb,Zona rural,"Guardia de Jaén, La",A23038,0.38
2020,Magreb,Zona rural,Guarromán,A23039,1.72
2020,Magreb,Zona rural,Lahiguera,A23040,0.42
2020,Magreb,Zona rural,Higuera de Calatrava,A23041,3.09
2020,Magreb,Zona rural,Hinojares,A23042,0.27
2020,Magreb,Zona rural,Hornos,A23043,0.17
2020,Magreb,Zona de densidad intermedia,Huelma,A23044,0.92
2020,Magreb,Zona rural,Huesa,A23045,0.72
2020,Magreb,Zona rural,Ibros,A23046,3.15
2020,Magreb,Zona rural,"Iruela, La",A23047,0.11
2020,Magreb,Zona rural,Iznatoraf,A23048,1.49
2020,Magreb,Zona rural,Jabalquinto,A23049,0.0
2020,Magreb,Ciudades,Jaén,A23050,0.54
2020,Magreb,Zona de densidad intermedia,Jamilena,A23051,0.4
2020,Magreb,Zona rural,Jimena,A23052,1.02
2020,Magreb,Zona de densidad intermedia,Jódar,A23053,0.16
2020,Magreb,Zona rural,Larva,A23054,1.05
2020,Magreb,Ciudades,Linares,A23055,0.69
2020,Magreb,Zona rural,Lopera,A23056,0.68
2020,Magreb,Zona rural,Lupión,A23057,0.85
2020,Magreb,Zona de densidad intermedia,Mancha Real,A23058,1.51
2020,Magreb,Zona de densidad intermedia,Marmolejo,A23059,0.31
2020,Magreb,Zona de densidad intermedia,Martos,A23060,2.3
2020,Magreb,Zona de densidad intermedia,Mengíbar,A23061,0.59
2020,Magreb,Zona rural,Montizón,A23062,2.96
2020,Magreb,Zona rural,Navas de San Juan,A23063,0.24
2020,Magreb,Zona rural,Noalejo,A23064,0.36
2020,Magreb,Zona rural,Orcera,A23065,1.79
2020,Magreb,Zona de densidad intermedia,Peal de Becerro,A23066,1.28
2020,Magreb,Zona rural,Pegalajar,A23067,0.7
2020,Magreb,Zona de densidad intermedia,Porcuna,A23069,1.36
2020,Magreb,Zona rural,Pozo Alcón,A23070,1.54
2020,Magreb,Zona rural,Puente de Génave,A23071,2.08
2020,Magreb,Zona rural,"Puerta de Segura, La",A23072,1.07
2020,Magreb,Zona rural,Quesada,A23073,0.9
2020,Magreb,Zona de densidad intermedia,Rus,A23074,0.28
2020,Magreb,Zona rural,Sabiote,A23075,0.15
2020,Magreb,Zona rural,Santa Elena,A23076,0.11
2020,Magreb,Zona rural,Santiago de Calatrava,A23077,0.0
2020,Magreb,Zona rural,Santisteban del Puerto,A23079,2.2
2020,Magreb,Zona rural,Santo Tomé,A23080,0.47
2020,Magreb,Zona rural,Segura de la Sierra,A23081,2.61
2020,Magreb,Zona rural,Siles,A23082,1.08
2020,Magreb,Zona rural,Sorihuela del Guadalimar,A23084,4.74
2020,Magreb,Zona rural,Torreblascopedro,A23085,0.24
2020,Magreb,Zona de densidad intermedia,Torredelcampo,A23086,0.47
2020,Magreb,Zona de densidad intermedia,Torredonjimeno,A23087,0.62
2020,Magreb,Zona de densidad intermedia,Torreperogil,A23088,0.51
2020,Magreb,Zona rural,Torres,A23090,2.26
2020,Magreb,Zona rural,Torres de Albánchez,A23091,0.39
2020,Magreb,Zona de densidad intermedia,Úbeda,A23092,0.66
2020,Magreb,Zona rural,Valdepeñas de Jaén,A23093,0.68
2020,Magreb,Zona rural,Vilches,A23094,1.16
2020,Magreb,Zona de densidad intermedia,Villacarrillo,A23095,2.48
2020,Magreb,Zona rural,Villanueva de la Reina,A23096,1.68
2020,Magreb,Zona de densidad intermedia,Villanueva del Arzobispo,A23097,4.41
2020,Magreb,Zona rural,Villardompardo,A23098,1.55
2020,Magreb,Zona de densidad intermedia,"Villares, Los",A23099,0.23
2020,Magreb,Zona rural,Villarrodrigo,A23101,1.02
2020,Magreb,Zona rural,Cárcheles,A23901,1.5
2020,Magreb,Zona rural,Bedmar y Garcíez,A23902,0.46
2020,Magreb,Zona rural,Villatorres,A23903,2.33
2020,Magreb,Zona rural,Santiago-Pontones,A23904,0.24
2020,Magreb,Zona rural,Arroyo del Ojanco,A23905,2.8
2020,Magreb,Zona de densidad intermedia,Alameda,A29001,1.58
2020,Magreb,Zona rural,Alcaucín,A29002,5.05
2020,Magreb,Zona rural,Alfarnate,A29003,3.0
2020,Magreb,Zona rural,Alfarnatejo,A29004,0.55
2020,Magreb,Zona de densidad intermedia,Algarrobo,A29005,1.88
2020,Magreb,Zona rural,Algatocín,A29006,0.61
2020,Magreb,Zona de densidad intermedia,Alhaurín de la Torre,A29007,0.48
2020,Magreb,Zona de densidad intermedia,Alhaurín el Grande,A29008,2.66
