Year,Nacionalidad,Grado urbanización,Municipio,GeoCode,Value
2020,UE15,Zona de densidad intermedia,Rociana del Condado,A21061,0.14
2020,UE15,Zona rural,Rosal de la Frontera,A21062,3.01
2020,UE15,Zona rural,San Bartolomé de la Torre,A21063,1.09
2020,UE15,Zona de densidad intermedia,San Juan del Puerto,A21064,0.32
2020,UE15,Zona rural,Sanlúcar de Guadiana,A21065,21.09
2020,UE15,Zona rural,San Silvestre de Guzmán,A21066,3.58
2020,UE15,Zona rural,Santa Ana la Real,A21067,2.32
2020,UE15,Zona rural,Santa Bárbara de Casa,A21068,0.67
2020,UE15,Zona rural,Santa Olalla del Cala,A21069,0.05
2020,UE15,Zona de densidad intermedia,Trigueros,A21070,0.2
2020,UE15,Zona rural,Valdelarco,A21071,0.43
2020,UE15,Zona de densidad intermedia,Valverde del Camino,A21072,0.27
2020,UE15,Zona rural,Villablanca,A21073,4.51
2020,UE15,Zona rural,Villalba del Alcor,A21074,0.15
2020,UE15,Zona rural,Villanueva de las Cruces,A21075,0.26
2020,UE15,Zona rural,Villanueva de los Castillejos,A21076,0.96
2020,UE15,Zona rural,Villarrasa,A21077,0.63
2020,UE15,Zona rural,Zalamea la Real,A21078,0.33
2020,UE15,Zona rural,Zufre,A21079,1.38
2020,UE15,Zona rural,"Zarza-Perrunal, La",A21902,0.08
2020,UE15,Zona rural,Albanchez de Mágina,A23001,0.4
2020,UE15,Zona de densidad intermedia,Alcalá la Real,A23002,0.97
2020,UE15,Zona de densidad intermedia,Alcaudete,A23003,0.97
2020,UE15,Zona rural,Aldeaquemada,A23004,0.0
2020,UE15,Zona de densidad intermedia,Andújar,A23005,0.15
2020,UE15,Zona de densidad intermedia,Arjona,A23006,0.05
2020,UE15,Zona rural,Arjonilla,A23007,0.08
2020,UE15,Zona rural,Arquillos,A23008,0.0
2020,UE15,Zona de densidad intermedia,Baeza,A23009,0.13
2020,UE15,Zona de densidad intermedia,Bailén,A23010,0.1
2020,UE15,Zona rural,Baños de la Encina,A23011,0.16
2020,UE15,Zona rural,Beas de Segura,A23012,0.06
2020,UE15,Zona rural,Begíjar,A23014,0.1
2020,UE15,Zona rural,Bélmez de la Moraleda,A23015,0.0
2020,UE15,Zona rural,Benatae,A23016,1.12
2020,UE15,Zona rural,Cabra del Santo Cristo,A23017,0.0
2020,UE15,Zona rural,Cambil,A23018,0.19
2020,UE15,Zona rural,Campillo de Arenas,A23019,0.23
2020,UE15,Zona de densidad intermedia,Canena,A23020,0.0
2020,UE15,Zona rural,Carboneros,A23021,0.0
2020,UE15,Zona de densidad intermedia,"Carolina, La",A23024,0.14
2020,UE15,Zona rural,Castellar,A23025,0.06
2020,UE15,Zona rural,Castillo de Locubín,A23026,3.7
2020,UE15,Zona rural,Cazalilla,A23027,0.25
2020,UE15,Zona de densidad intermedia,Cazorla,A23028,0.34
2020,UE15,Zona rural,Chiclana de Segura,A23029,0.0
2020,UE15,Zona rural,Chilluévar,A23030,0.5
2020,UE15,Zona rural,Escañuela,A23031,0.0
2020,UE15,Zona rural,Espeluy,A23032,0.0
2020,UE15,Zona rural,Frailes,A23033,1.7
2020,UE15,Zona rural,Fuensanta de Martos,A23034,0.36
2020,UE15,Zona rural,Fuerte del Rey,A23035,0.37
2020,UE15,Zona rural,Génave,A23037,0.0
2020,UE15,Zona rural,"Guardia de Jaén, La",A23038,0.48
2020,UE15,Zona rural,Guarromán,A23039,0.0
2020,UE15,Zona rural,Lahiguera,A23040,0.0
2020,UE15,Zona rural,Higuera de Calatrava,A23041,0.0
2020,UE15,Zona rural,Hinojares,A23042,9.92
2020,UE15,Zona rural,Hornos,A23043,0.34
2020,UE15,Zona de densidad intermedia,Huelma,A23044,0.09
2020,UE15,Zona rural,Huesa,A23045,0.32
2020,UE15,Zona rural,Ibros,A23046,0.04
2020,UE15,Zona rural,"Iruela, La",A23047,0.64
2020,UE15,Zona rural,Iznatoraf,A23048,0.11
2020,UE15,Zona rural,Jabalquinto,A23049,0.45
2020,UE15,Ciudades,Jaén,A23050,0.17
2020,UE15,Zona de densidad intermedia,Jamilena,A23051,0.0
2020,UE15,Zona rural,Jimena,A23052,0.0
2020,UE15,Zona de densidad intermedia,Jódar,A23053,0.02
2020,UE15,Zona rural,Larva,A23054,0.42
2020,UE15,Ciudades,Linares,A23055,0.15
2020,UE15,Zona rural,Lopera,A23056,0.05
2020,UE15,Zona rural,Lupión,A23057,0.12
2020,UE15,Zona de densidad intermedia,Mancha Real,A23058,0.07
2020,UE15,Zona de densidad intermedia,Marmolejo,A23059,0.1
2020,UE15,Zona de densidad intermedia,Martos,A23060,0.48
2020,UE15,Zona de densidad intermedia,Mengíbar,A23061,0.12
2020,UE15,Zona rural,Montizón,A23062,0.06
2020,UE15,Zona rural,Navas de San Juan,A23063,0.07
2020,UE15,Zona rural,Noalejo,A23064,0.47
2020,UE15,Zona rural,Orcera,A23065,0.22
2020,UE15,Zona de densidad intermedia,Peal de Becerro,A23066,0.0
2020,UE15,Zona rural,Pegalajar,A23067,0.1
2020,UE15,Zona de densidad intermedia,Porcuna,A23069,0.08
2020,UE15,Zona rural,Pozo Alcón,A23070,0.21
2020,UE15,Zona rural,Puente de Génave,A23071,0.14
2020,UE15,Zona rural,"Puerta de Segura, La",A23072,0.36
2020,UE15,Zona rural,Quesada,A23073,0.27
2020,UE15,Zona de densidad intermedia,Rus,A23074,0.06
2020,UE15,Zona rural,Sabiote,A23075,0.0
2020,UE15,Zona rural,Santa Elena,A23076,0.22
2020,UE15,Zona rural,Santiago de Calatrava,A23077,0.3
2020,UE15,Zona rural,Santisteban del Puerto,A23079,0.07
2020,UE15,Zona rural,Santo Tomé,A23080,0.38
2020,UE15,Zona rural,Segura de la Sierra,A23081,0.28
2020,UE15,Zona rural,Siles,A23082,0.23
2020,UE15,Zona rural,Sorihuela del Guadalimar,A23084,0.18
2020,UE15,Zona rural,Torreblascopedro,A23085,0.0
2020,UE15,Zona de densidad intermedia,Torredelcampo,A23086,0.06
2020,UE15,Zona de densidad intermedia,Torredonjimeno,A23087,0.12
2020,UE15,Zona de densidad intermedia,Torreperogil,A23088,0.18
2020,UE15,Zona rural,Torres,A23090,0.0
2020,UE15,Zona rural,Torres de Albánchez,A23091,0.0
2020,UE15,Zona de densidad intermedia,Úbeda,A23092,0.15
2020,UE15,Zona rural,Valdepeñas de Jaén,A23093,0.49
2020,UE15,Zona rural,Vilches,A23094,0.02
2020,UE15,Zona de densidad intermedia,Villacarrillo,A23095,0.59
2020,UE15,Zona rural,Villanueva de la Reina,A23096,0.13
2020,UE15,Zona de densidad intermedia,Villanueva del Arzobispo,A23097,0.06
2020,UE15,Zona rural,Villardompardo,A23098,0.1
2020,UE15,Zona de densidad intermedia,"Villares, Los",A23099,0.12
2020,UE15,Zona rural,Villarrodrigo,A23101,0.0
2020,UE15,Zona rural,Cárcheles,A23901,0.53
2020,UE15,Zona rural,Bedmar y Garcíez,A23902,0.08
2020,UE15,Zona rural,Villatorres,A23903,0.0
2020,UE15,Zona rural,Santiago-Pontones,A23904,0.27
2020,UE15,Zona rural,Arroyo del Ojanco,A23905,0.13
2020,UE15,Zona de densidad intermedia,Alameda,A29001,0.84
2020,UE15,Zona rural,Alcaucín,A29002,32.87
2020,UE15,Zona rural,Alfarnate,A29003,0.09
2020,UE15,Zona rural,Alfarnatejo,A29004,11.26
2020,UE15,Zona de densidad intermedia,Algarrobo,A29005,7.95
2020,UE15,Zona rural,Algatocín,A29006,4.3
2020,UE15,Zona de densidad intermedia,Alhaurín de la Torre,A29007,4.46
2020,UE15,Zona de densidad intermedia,Alhaurín el Grande,A29008,14.27
2020,UE15,Zona rural,Almáchar,A29009,3.96
2020,UE15,Zona rural,Almargen,A29010,0.1
2020,UE15,Zona rural,Almogía,A29011,6.51
2020,UE15,Zona de densidad intermedia,Álora,A29012,6.32
2020,UE15,Zona rural,Alozaina,A29013,6.4
2020,UE15,Zona rural,Alpandeire,A29014,6.08
2020,UE15,Zona de densidad intermedia,Antequera,A29015,0.81
2020,UE15,Zona rural,Árchez,A29016,23.12
2020,UE15,Zona de densidad intermedia,Archidona,A29017,1.48
2020,UE15,Zona rural,Ardales,A29018,1.16
2020,UE15,Zona rural,Arenas,A29019,10.2
2020,UE15,Zona rural,Arriate,A29020,1.1
2020,UE15,Zona rural,Atajate,A29021,1.78
2020,UE15,Zona rural,Benadalid,A29022,7.73
2020,UE15,Zona rural,Benahavís,A29023,39.08
2020,UE15,Zona rural,Benalauría,A29024,2.51
2020,UE15,Ciudades,Benalmádena,A29025,11.64
2020,UE15,Zona rural,Benamargosa,A29026,17.39
2020,UE15,Zona rural,Benamocarra,A29027,2.2
2020,UE15,Zona rural,Benaoján,A29028,1.72
2020,UE15,Zona rural,Benarrabá,A29029,2.47
2020,UE15,Zona rural,"Borge, El",A29030,1.95
2020,UE15,Zona rural,"Burgo, El",A29031,0.95
2020,UE15,Zona de densidad intermedia,Campillos,A29032,0.92
2020,UE15,Zona rural,Canillas de Aceituno,A29033,21.13
2020,UE15,Zona rural,Canillas de Albaida,A29034,26.75
2020,UE15,Zona rural,Cañete la Real,A29035,0.61
2020,UE15,Zona rural,Carratraca,A29036,2.16
2020,UE15,Zona rural,Cartajima,A29037,7.02
2020,UE15,Zona de densidad intermedia,Cártama,A29038,2.57
2020,UE15,Zona rural,Casabermeja,A29039,2.56
2020,UE15,Zona rural,Casarabonela,A29040,6.36
2020,UE15,Zona rural,Casares,A29041,19.74
2020,UE15,Zona de densidad intermedia,Coín,A29042,8.96
2020,UE15,Zona rural,Colmenar,A29043,5.98
2020,UE15,Zona rural,Comares,A29044,33.23
2020,UE15,Zona rural,Cómpeta,A29045,41.11
2020,UE15,Zona rural,Cortes de la Frontera,A29046,2.81
2020,UE15,Zona rural,Cuevas Bajas,A29047,0.66
2020,UE15,Zona rural,Cuevas del Becerro,A29048,0.38
2020,UE15,Zona rural,Cuevas de San Marcos,A29049,0.86
2020,UE15,Zona rural,Cútar,A29050,26.79
2020,UE15,Zona de densidad intermedia,Estepona,A29051,10.67
2020,UE15,Zona rural,Faraján,A29052,6.51
2020,UE15,Zona rural,Frigiliana,A29053,22.89
2020,UE15,Ciudades,Fuengirola,A29054,21.15
2020,UE15,Zona rural,Fuente de Piedra,A29055,7.4
2020,UE15,Zona rural,Gaucín,A29056,12.52
2020,UE15,Zona rural,Genalguacil,A29057,7.63
2020,UE15,Zona rural,Guaro,A29058,9.04
2020,UE15,Zona rural,Humilladero,A29059,1.24
2020,UE15,Zona rural,Igualeja,A29060,0.0
2020,UE15,Zona rural,Istán,A29061,8.23
2020,UE15,Zona rural,Iznate,A29062,7.94
2020,UE15,Zona rural,Jimera de Líbar,A29063,5.28
2020,UE15,Zona rural,Jubrique,A29064,4.21
2020,UE15,Zona rural,Júzcar,A29065,7.01
2020,UE15,Zona rural,Macharaviaya,A29066,9.94
2020,UE15,Ciudades,Málaga,A29067,1.2
2020,UE15,Zona de densidad intermedia,Manilva,A29068,20.21
2020,UE15,Zona de densidad intermedia,Marbella,A29069,8.19
2020,UE15,Ciudades,Mijas,A29070,17.97
2020,UE15,Zona rural,Moclinejo,A29071,4.48
2020,UE15,Zona rural,Mollina,A29072,17.76
2020,UE15,Zona rural,Monda,A29073,10.38
2020,UE15,Zona rural,Montejaque,A29074,4.85
2020,UE15,Zona de densidad intermedia,Nerja,A29075,17.52
2020,UE15,Zona rural,Ojén,A29076,10.85
2020,UE15,Zona rural,Parauta,A29077,1.26
2020,UE15,Zona rural,Periana,A29079,3.33
2020,UE15,Zona de densidad intermedia,Pizarra,A29080,2.14
2020,UE15,Zona rural,Pujerra,A29081,0.0
2020,UE15,Zona de densidad intermedia,Rincón de la Victoria,A29082,3.13
2020,UE15,Zona rural,Riogordo,A29083,8.41
2020,UE15,Zona de densidad intermedia,Ronda,A29084,1.05
2020,UE15,Zona rural,Salares,A29085,7.51
2020,UE15,Zona rural,Sayalonga,A29086,34.76
2020,UE15,Zona rural,Sedella,A29087,29.51
2020,UE15,Zona rural,Sierra de Yeguas,A29088,1.39
2020,UE15,Zona rural,Teba,A29089,0.85
2020,UE15,Zona rural,Tolox,A29090,5.9
2020,UE15,Zona de densidad intermedia,Torrox,A29091,23.25
2020,UE15,Zona rural,Totalán,A29092,2.44
2020,UE15,Zona rural,Valle de Abdalajís,A29093,1.52
2020,UE15,Zona de densidad intermedia,Vélez-Málaga,A29094,3.35
2020,UE15,Zona rural,Villanueva de Algaidas,A29095,2.29
2020,UE15,Zona rural,Villanueva del Rosario,A29096,1.87
2020,UE15,Zona rural,Villanueva del Trabuco,A29097,2.83
2020,UE15,Zona rural,Villanueva de Tapia,A29098,1.44
2020,UE15,Zona rural,Viñuela,A29099,36.98
2020,UE15,Zona rural,Yunquera,A29100,1.95
2020,UE15,Ciudades,Torremolinos,A29901,7.82
2020,UE15,Zona rural,Villanueva de la Concepción,A29902,3.07
2020,UE15,Zona rural,Montecorto,A29903,4.27
2020,UE15,Zona rural,Serrato,A29904,2.07
2020,UE15,Zona rural,Aguadulce,A41001,2.7
2020,UE15,Zona rural,Alanís,A41002,0.88
2020,UE15,Zona de densidad intermedia,Albaida del Aljarafe,A41003,0.22
2020,UE15,Ciudades,Alcalá de Guadaíra,A41004,0.33
2020,UE15,Zona de densidad intermedia,Alcalá del Río,A41005,0.27
2020,UE15,Zona rural,Alcolea del Río,A41006,0.09
2020,UE15,Zona de densidad intermedia,"Algaba, La",A41007,0.15
2020,UE15,Zona rural,Algámitas,A41008,0.48
2020,UE15,Zona rural,Almadén de la Plata,A41009,0.69
2020,UE15,Zona de densidad intermedia,Almensilla,A41010,0.57
2020,UE15,Zona de densidad intermedia,Arahal,A41011,0.09
2020,UE15,Zona rural,Aznalcázar,A41012,0.61
2020,UE15,Zona de densidad intermedia,Aznalcóllar,A41013,0.18
2020,UE15,Zona rural,Badolatosa,A41014,0.45
2020,UE15,Zona de densidad intermedia,Benacazón,A41015,0.1
2020,UE15,Zona de densidad intermedia,Bollullos de la Mitación,A41016,1.09
2020,UE15,Ciudades,Bormujos,A41017,0.74
2020,UE15,Zona de densidad intermedia,Brenes,A41018,0.14
2020,UE15,Zona de densidad intermedia,Burguillos,A41019,0.38
2020,UE15,Zona de densidad intermedia,"Cabezas de San Juan, Las",A41020,0.07
2020,UE15,Ciudades,Camas,A41021,0.31
2020,UE15,Zona de densidad intermedia,"Campana, La",A41022,0.17
2020,UE15,Zona de densidad intermedia,Cantillana,A41023,0.15
2020,UE15,Zona de densidad intermedia,Carmona,A41024,0.49
2020,UE15,Zona rural,Carrión de los Céspedes,A41025,0.0
2020,UE15,Zona de densidad intermedia,Casariche,A41026,0.5
2020,UE15,Zona rural,Castilblanco de los Arroyos,A41027,0.47
2020,UE15,Zona de densidad intermedia,Castilleja de Guzmán,A41028,0.35
2020,UE15,Ciudades,Castilleja de la Cuesta,A41029,0.57
2020,UE15,Zona rural,Castilleja del Campo,A41030,0.31
2020,UE15,Zona rural,"Castillo de las Guardas, El",A41031,0.95
2020,UE15,Zona rural,Cazalla de la Sierra,A41032,0.38
2020,UE15,Zona de densidad intermedia,Constantina,A41033,0.17
2020,UE15,Zona de densidad intermedia,Coria del Río,A41034,0.27
2020,UE15,Zona rural,Coripe,A41035,0.81
2020,UE15,Zona rural,"Coronil, El",A41036,0.34
2020,UE15,Zona de densidad intermedia,"Corrales, Los",A41037,0.15
2020,UE15,Ciudades,Dos Hermanas,A41038,0.4
2020,UE15,Zona de densidad intermedia,Écija,A41039,0.15
2020,UE15,Zona de densidad intermedia,Espartinas,A41040,1.27
2020,UE15,Zona de densidad intermedia,Estepa,A41041,0.37
2020,UE15,Zona de densidad intermedia,Fuentes de Andalucía,A41042,0.25
2020,UE15,Zona rural,"Garrobo, El",A41043,0.13
2020,UE15,Ciudades,Gelves,A41044,1.0
2020,UE15,Zona de densidad intermedia,Gerena,A41045,0.59
2020,UE15,Zona rural,Gilena,A41046,0.13
2020,UE15,Ciudades,Gines,A41047,0.58
2020,UE15,Zona rural,Guadalcanal,A41048,0.27
2020,UE15,Zona de densidad intermedia,Guillena,A41049,0.7
2020,UE15,Zona de densidad intermedia,Herrera,A41050,0.17
2020,UE15,Zona rural,Huévar del Aljarafe,A41051,0.39
2020,UE15,Zona rural,Lantejuela,A41052,0.08
2020,UE15,Zona de densidad intermedia,Lebrija,A41053,0.27
2020,UE15,Zona rural,Lora de Estepa,A41054,3.21
2020,UE15,Zona de densidad intermedia,Lora del Río,A41055,0.08
2020,UE15,Zona rural,"Luisiana, La",A41056,0.11
2020,UE15,Zona rural,"Madroño, El",A41057,0.0
2020,UE15,Zona de densidad intermedia,Mairena del Alcor,A41058,0.26
2020,UE15,Ciudades,Mairena del Aljarafe,A41059,0.95
2020,UE15,Zona de densidad intermedia,Marchena,A41060,0.23
2020,UE15,Zona rural,Marinaleda,A41061,0.39
2020,UE15,Zona de densidad intermedia,Martín de la Jara,A41062,0.08
2020,UE15,Zona rural,"Molares, Los",A41063,0.26
2020,UE15,Zona de densidad intermedia,Montellano,A41064,0.28
2020,UE15,Zona de densidad intermedia,Morón de la Frontera,A41065,0.17
2020,UE15,Zona rural,"Navas de la Concepción, Las",A41066,0.0
2020,UE15,Zona de densidad intermedia,Olivares,A41067,0.33
2020,UE15,Zona de densidad intermedia,Osuna,A41068,0.23
2020,UE15,Zona de densidad intermedia,"Palacios y Villafranca, Los",A41069,0.17
2020,UE15,Ciudades,Palomares del Río,A41070,0.72
2020,UE15,Zona de densidad intermedia,Paradas,A41071,0.16
2020,UE15,Zona de densidad intermedia,Pedrera,A41072,0.08
2020,UE15,Zona rural,"Pedroso, El",A41073,0.35
2020,UE15,Zona rural,Peñaflor,A41074,0.11
2020,UE15,Zona de densidad intermedia,Pilas,A41075,0.16
2020,UE15,Zona rural,Pruna,A41076,2.3
2020,UE15,Zona de densidad intermedia,"Puebla de Cazalla, La",A41077,0.14
2020,UE15,Zona rural,"Puebla de los Infantes, La",A41078,0.07
2020,UE15,Zona de densidad intermedia,"Puebla del Río, La",A41079,0.51
2020,UE15,Zona rural,"Real de la Jara, El",A41080,0.54
2020,UE15,Zona de densidad intermedia,"Rinconada, La",A41081,0.23
2020,UE15,Zona rural,"Roda de Andalucía, La",A41082,0.26
2020,UE15,Zona rural,"Ronquillo, El",A41083,0.65
2020,UE15,Zona rural,"Rubio, El",A41084,0.42
2020,UE15,Zona de densidad intermedia,Salteras,A41085,0.52
2020,UE15,Ciudades,San Juan de Aznalfarache,A41086,0.48
2020,UE15,Zona de densidad intermedia,Sanlúcar la Mayor,A41087,1.28
2020,UE15,Zona rural,San Nicolás del Puerto,A41088,0.84
2020,UE15,Zona de densidad intermedia,Santiponce,A41089,0.27
2020,UE15,Zona rural,"Saucejo, El",A41090,0.52
2020,UE15,Ciudades,Sevilla,A41091,0.63
2020,UE15,Zona de densidad intermedia,Tocina,A41092,0.07
2020,UE15,Ciudades,Tomares,A41093,0.82
2020,UE15,Zona de densidad intermedia,Umbrete,A41094,0.64
2020,UE15,Zona de densidad intermedia,Utrera,A41095,0.23
2020,UE15,Zona de densidad intermedia,Valencina de la Concepción,A41096,0.95
2020,UE15,Zona rural,Villamanrique de la Condesa,A41097,0.45
2020,UE15,Zona de densidad intermedia,Villanueva del Ariscal,A41098,0.21
2020,UE15,Zona rural,Villanueva del Río y Minas,A41099,0.1
2020,UE15,Zona rural,Villanueva de San Juan,A41100,0.83
2020,UE15,Zona de densidad intermedia,Villaverde del Río,A41101,0.28
2020,UE15,Zona de densidad intermedia,"Viso del Alcor, El",A41102,0.09
2020,UE15,Zona rural,Cañada Rosal,A41901,0.09
2020,UE15,Zona de densidad intermedia,Isla Mayor,A41902,0.03
2020,UE15,Zona de densidad intermedia,"Cuervo de Sevilla, El",A41903,0.05
2020,UE15,Zona rural,"Palmar de Troya, El",A41904,3.76
2020,Magreb,Zona rural,Abla,A04001,5.21
2020,Magreb,Zona rural,Abrucena,A04002,3.3
2020,Magreb,Zona de densidad intermedia,Adra,A04003,7.45
2020,Magreb,Zona rural,Albanchez,A04004,0.15
2020,Magreb,Zona rural,Alboloduy,A04005,1.97
2020,Magreb,Zona de densidad intermedia,Albox,A04006,1.51
2020,Magreb,Zona rural,Alcolea,A04007,0.36
2020,Magreb,Zona rural,Alcóntar,A04008,0.39
2020,Magreb,Zona rural,Alcudia de Monteagud,A04009,0.0
2020,Magreb,Zona rural,Alhabia,A04010,0.44
2020,Magreb,Zona rural,Alhama de Almería,A04011,0.95
2020,Magreb,Zona rural,Alicún,A04012,0.0
2020,Magreb,Ciudades,Almería,A04013,6.18
2020,Magreb,Zona rural,Almócita,A04014,1.7
2020,Magreb,Zona rural,Alsodux,A04015,2.4
2020,Magreb,Zona rural,Antas,A04016,5.22
2020,Magreb,Zona rural,Arboleas,A04017,0.87
2020,Magreb,Zona rural,Armuña de Almanzora,A04018,0.33
2020,Magreb,Zona rural,Bacares,A04019,0.0
2020,Magreb,Zona rural,Bayárcal,A04020,1.6
2020,Magreb,Zona rural,Bayarque,A04021,0.46
2020,Magreb,Zona rural,Bédar,A04022,2.13
2020,Magreb,Zona rural,Beires,A04023,0.0
2020,Magreb,Zona de densidad intermedia,Benahadux,A04024,1.25
2020,Magreb,Zona rural,Benitagla,A04026,0.0
2020,Magreb,Zona rural,Benizalón,A04027,4.58
2020,Magreb,Zona rural,Bentarique,A04028,0.0
2020,Magreb,Zona de densidad intermedia,Berja,A04029,3.85
2020,Magreb,Zona rural,Canjáyar,A04030,1.68
2020,Magreb,Zona rural,Cantoria,A04031,0.39
2020,Magreb,Zona de densidad intermedia,Carboneras,A04032,4.21
2020,Magreb,Zona rural,Castro de Filabres,A04033,0.0
2020,Magreb,Zona rural,Cóbdar,A04034,0.0
2020,Magreb,Zona de densidad intermedia,Cuevas del Almanzora,A04035,10.83
2020,Magreb,Zona rural,Chercos,A04036,0.0
2020,Magreb,Zona rural,Chirivel,A04037,2.22
2020,Magreb,Zona rural,Dalías,A04038,3.89
2020,Magreb,Zona rural,Enix,A04041,1.36
2020,Magreb,Zona rural,Felix,A04043,0.31
2020,Magreb,Zona rural,Fines,A04044,2.66
2020,Magreb,Zona rural,Fiñana,A04045,2.27
2020,Magreb,Zona rural,Fondón,A04046,0.1
2020,Magreb,Zona rural,Gádor,A04047,3.07
2020,Magreb,Zona rural,"Gallardos, Los",A04048,3.34
2020,Magreb,Zona de densidad intermedia,Garrucha,A04049,4.85
2020,Magreb,Zona rural,Gérgal,A04050,11.94
2020,Magreb,Zona rural,Huécija,A04051,1.44
2020,Magreb,Ciudades,Huércal de Almería,A04052,0.52
2020,Magreb,Zona de densidad intermedia,Huércal-Overa,A04053,4.88
2020,Magreb,Zona rural,Íllar,A04054,0.99
2020,Magreb,Zona rural,Instinción,A04055,5.13
2020,Magreb,Zona rural,Laroya,A04056,0.0
2020,Magreb,Zona rural,Láujar de Andarax,A04057,0.85
2020,Magreb,Zona rural,Líjar,A04058,0.0
2020,Magreb,Zona rural,Lubrín,A04059,3.86
2020,Magreb,Zona rural,Lucainena de las Torres,A04060,7.09
2020,Magreb,Zona rural,Lúcar,A04061,0.0
2020,Magreb,Zona de densidad intermedia,Macael,A04062,0.42
2020,Magreb,Zona rural,María,A04063,1.14
2020,Magreb,Zona rural,Mojácar,A04064,0.56
2020,Magreb,Zona rural,Nacimiento,A04065,4.84
2020,Magreb,Zona de densidad intermedia,Níjar,A04066,31.45
2020,Magreb,Zona rural,Ohanes,A04067,0.9
2020,Magreb,Zona rural,Olula de Castro,A04068,3.14
2020,Magreb,Zona de densidad intermedia,Olula del Río,A04069,1.9
2020,Magreb,Zona rural,Oria,A04070,0.8
2020,Magreb,Zona rural,Padules,A04071,2.42
2020,Magreb,Zona rural,Partaloa,A04072,0.39
2020,Magreb,Zona rural,Paterna del Río,A04073,0.0
2020,Magreb,Zona de densidad intermedia,Pechina,A04074,1.95
2020,Magreb,Zona de densidad intermedia,Pulpí,A04075,7.0
2020,Magreb,Zona rural,Purchena,A04076,4.39
2020,Magreb,Zona rural,Rágol,A04077,0.0
2020,Magreb,Zona rural,Rioja,A04078,1.51
2020,Magreb,Zona de densidad intermedia,Roquetas de Mar,A04079,6.17
2020,Magreb,Zona rural,Santa Cruz de Marchena,A04080,0.0
2020,Magreb,Zona rural,Santa Fe de Mondújar,A04081,2.82
2020,Magreb,Zona rural,Senés,A04082,0.0
2020,Magreb,Zona rural,Serón,A04083,0.74
2020,Magreb,Zona rural,Sierro,A04084,0.26
2020,Magreb,Zona rural,Somontín,A04085,0.0
2020,Magreb,Zona rural,Sorbas,A04086,6.08
2020,Magreb,Zona rural,Suflí,A04087,0.0
2020,Magreb,Zona rural,Tabernas,A04088,2.74
2020,Magreb,Zona rural,Taberno,A04089,2.05
2020,Magreb,Zona rural,Tahal,A04090,3.87
2020,Magreb,Zona rural,Terque,A04091,1.1
2020,Magreb,Zona rural,Tíjola,A04092,1.97
2020,Magreb,Zona rural,Turre,A04093,4.02
2020,Magreb,Zona rural,Turrillas,A04094,0.0
2020,Magreb,Zona rural,Uleila del Campo,A04095,1.82
2020,Magreb,Zona rural,Urrácal,A04096,0.57
2020,Magreb,Zona rural,Velefique,A04097,0.0
2020,Magreb,Zona rural,Vélez-Blanco,A04098,1.76
2020,Magreb,Zona de densidad intermedia,Vélez-Rubio,A04099,2.14
2020,Magreb,Zona de densidad intermedia,Vera,A04100,5.47
2020,Magreb,Ciudades,Viator,A04101,2.86
2020,Magreb,Ciudades,Vícar,A04102,14.37
2020,Magreb,Zona rural,Zurgena,A04103,1.86
2020,Magreb,Zona rural,"Tres Villas, Las",A04901,3.72
2020,Magreb,Zona de densidad intermedia,"Ejido, El",A04902,19.65
2020,Magreb,Zona de densidad intermedia,"Mojonera, La",A04903,28.18
2020,Magreb,Zona rural,Balanegra,A04904,12.46
2020,Magreb,Zona rural,Alcalá de los Gazules,A11001,0.25
2020,Magreb,Zona rural,Alcalá del Valle,A11002,0.16
2020,Magreb,Zona rural,Algar,A11003,1.89
2020,Magreb,Ciudades,Algeciras,A11004,5.24
2020,Magreb,Zona rural,Algodonales,A11005,0.05
2020,Magreb,Zona de densidad intermedia,Arcos de la Frontera,A11006,0.37
2020,Magreb,Zona de densidad intermedia,Barbate,A11007,0.94
2020,Magreb,Zona de densidad intermedia,"Barrios, Los",A11008,1.04
2020,Magreb,Zona rural,Benaocaz,A11009,0.89
2020,Magreb,Zona de densidad intermedia,Bornos,A11010,0.35
2020,Magreb,Zona rural,"Bosque, El",A11011,0.33
2020,Magreb,Ciudades,Cádiz,A11012,0.34
2020,Magreb,Zona rural,Castellar de la Frontera,A11013,0.36
2020,Magreb,Zona de densidad intermedia,Conil de la Frontera,A11014,1.01
2020,Magreb,Ciudades,Chiclana de la Frontera,A11015,0.5
2020,Magreb,Zona de densidad intermedia,Chipiona,A11016,0.6
2020,Magreb,Zona rural,Espera,A11017,0.21
2020,Magreb,Zona rural,"Gastor, El",A11018,0.0
2020,Magreb,Zona rural,Grazalema,A11019,0.2
2020,Magreb,Ciudades,Jerez de la Frontera,A11020,0.5
2020,Magreb,Zona rural,Jimena de la Frontera,A11021,1.65
2020,Magreb,Ciudades,"Línea de la Concepción, La",A11022,1.4
2020,Magreb,Zona de densidad intermedia,Medina Sidonia,A11023,0.52
2020,Magreb,Zona de densidad intermedia,Olvera,A11024,0.22
2020,Magreb,Zona de densidad intermedia,Paterna de Rivera,A11025,0.39
2020,Magreb,Zona de densidad intermedia,Prado del Rey,A11026,0.21
2020,Magreb,Ciudades,"Puerto de Santa María, El",A11027,0.26
2020,Magreb,Zona de densidad intermedia,Puerto Real,A11028,0.44
2020,Magreb,Zona de densidad intermedia,Puerto Serrano,A11029,0.14
